workflowId,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,test_rmse,test_mae,test_r2,test_mse,test_explained_variance,test_max_error,test_mape,test_median_absolute_error,train_rmse,train_mae,train_r2,train_mse,feature_importance_mean,feature_importance_std,feature_importance_max,training_time_seconds,cv_rmse_mean,cv_mae_mean,cv_r2_mean,cv_mse_mean,baseline_rmse_mean,baseline_mae_mean,baseline_r2_mean,r2_diff_train_test,rmse_diff_train_test,sys_cpu_percent_avg,sys_mem_percent_avg,sys_mem_used_gb_before,sys_mem_used_gb_after,sys_mem_peak_gb,sys_mem_delta_gb
26,50,5,5,1,log2,5.467969287274714,2.7972174553246965,0.9114522466603416,29.89868812657955,0.9114538478914788,215.98800852488336,16039091707961.312,1.9130427816317184,5.122623660020335,2.799399485987869,0.9255422677528427,26.241273162200134,0.06666666666666667,0.0901432969811889,0.3277223545434294,0.06631016731262207,5.909799542818312,2.734288674770004,0.9051298051024472,34.925730636295526,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.014090021092501015,-0.3453456272543791,8.35,60.6,9.081069946289062,9.0809326171875,9.081069946289062,-0.0001373291015625
27,50,5,5,1,,3.0535933087477143,1.6467227202992354,0.9723848247219009,9.324432095228813,0.9723849216925432,113.78978878342164,7908318249732.157,1.038311411429115,2.9377553910448535,1.6449293666059714,0.9755118393043937,8.6304067376131,0.06666666666666667,0.23833393330106403,0.9581709794227361,0.13320088386535645,3.8934235811353965,1.707149647632216,0.9597962076225997,15.158747182141175,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.0031270145824927598,-0.11583791770286078,0.0,61.1,9.17657470703125,9.176422119140625,9.17657470703125,-0.000152587890625
28,50,5,5,2,sqrt,5.16327343638934,2.6962326619706802,0.9210457225323846,26.659392578923786,0.9210484838447176,187.3140536190254,16228331301553.838,1.8374372660002223,5.24573895263068,2.713591407498784,0.9219202791309646,27.517777159146824,0.06666666666666667,0.09105842723190628,0.33175171929678576,0.06412982940673828,5.920876730777303,2.730341632016649,0.9050273927517057,35.05678126106013,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.0008745565985800452,0.08246551624134035,21.35,61.6,9.257522583007812,9.257522583007812,9.257522583007812,0.0
29,50,5,5,2,log2,5.16327343638934,2.6962326619706802,0.9210457225323846,26.659392578923786,0.9210484838447176,187.3140536190254,16228331301553.836,1.8374372660002223,5.24573895263068,2.7135914074987846,0.9219202791309646,27.517777159146824,0.06666666666666667,0.09105842723190628,0.33175171929678576,0.06962895393371582,5.920876730777303,2.730341632016649,0.9050273927517057,35.05678126106013,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.0008745565985800452,0.08246551624134035,18.0,61.7,9.243743896484375,9.312973022460938,9.312973022460938,0.0692291259765625
30,50,5,5,2,,2.5882096962758543,1.6264581728139864,0.980160791881946,6.69882943189635,0.9801607975758525,32.072797555199145,7908318249732.16,1.038311411429115,3.2119999183647545,1.6443467241704828,0.970726412161283,10.31694347557519,0.06666666666666667,0.24063639689882665,0.9668699281024183,0.24959802627563477,3.920494454169609,1.7030392134209666,0.9596416596382532,15.370276765174662,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.009434379720663078,0.6237902220889002,11.3,61.8,9.261383056640625,9.33673095703125,9.33673095703125,0.075347900390625
31,50,5,10,1,sqrt,5.322214026773874,2.6543947058779445,0.9161100213272376,28.32596214678857,0.9161116225133569,217.02989312322137,15545123061128.74,1.8045058111559449,4.965710420132516,2.6454127013060456,0.9300338974856306,24.658279976612647,0.06666666666666667,0.09381411282338613,0.35275354406316994,0.06329011917114258,5.933443119975252,2.700650849285476,0.9045582818336031,35.205747257981656,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.013923876158392967,-0.3565036066413576,24.9,61.9,9.323226928710938,9.323226928710938,9.323226928710938,0.0
32,50,5,10,1,log2,5.322214026773874,2.6543947058779445,0.9161100213272376,28.32596214678857,0.9161116225133569,217.02989312322137,15545123061128.738,1.8045058111559449,4.965710420132516,2.645412701306046,0.9300338974856306,24.658279976612647,0.06666666666666667,0.09381411282338613,0.35275354406316994,0.06328320503234863,5.933443119975252,2.700650849285476,0.9045582818336031,35.205747257981656,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.013923876158392967,-0.3565036066413576,11.3,61.8,9.308090209960938,9.308074951171875,9.308090209960938,-1.52587890625e-05
33,50,5,10,1,,3.1169669333554615,1.648588204345344,0.9712266914005593,9.715482863631351,0.9712267476856912,119.2056702896605,7908318249732.161,1.0383114114291168,2.960894235170008,1.645928970275637,0.9751245645711698,8.766894671862987,0.06666666666666667,0.23799255807687916,0.9568853632453796,0.1419830322265625,4.04549977815634,1.7097831947954152,0.956953778916436,16.366068455062994,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.003897873170610522,-0.15607269818545344,31.549999999999997,61.6,9.281082153320312,9.281448364257812,9.281448364257812,0.0003662109375
34,50,5,10,2,sqrt,5.108694586953493,2.6047562980078327,0.9227060870677553,26.098760382767914,0.9227090779695466,195.01963584368173,15806253164807.654,1.7668520575737734,5.207001995905958,2.6118276990751026,0.9230691747899262,27.11286978536863,0.06666666666666667,0.09428727017145541,0.3553514808063191,0.06029677391052246,5.965156539865796,2.7113857041385043,0.9038851670014347,35.583092545103675,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.00036308772217097385,0.09830740895246493,25.450000000000003,61.3,9.210281372070312,9.237335205078125,9.237335205078125,0.0270538330078125
35,50,5,10,2,log2,5.108694586953493,2.6047562980078336,0.9227060870677553,26.098760382767914,0.9227090779695466,195.01963584368173,15806253164807.656,1.7668520575737752,5.207001995905958,2.6118276990751026,0.9230691747899262,27.112869785368623,0.06666666666666667,0.09428727017145541,0.3553514808063191,0.07777690887451172,5.965156539865797,2.711385704138504,0.9038851670014347,35.58309254510368,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.00036308772217097385,0.09830740895246493,42.95,61.75,9.299331665039062,9.317733764648438,9.317733764648438,0.018402099609375
36,50,5,10,2,,2.5913465950595405,1.626994418568955,0.980112672673273,6.715077175726674,0.9801126817010148,31.58726026444114,7908318249732.16,1.038311411429115,3.228673563759794,1.6446267677467623,0.9704217021338548,10.42433298132137,0.06666666666666667,0.24066853918079842,0.9669916798231257,0.14716386795043945,4.004563981444935,1.7048701205877677,0.9581133289249735,16.03653268148611,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.009690970539418142,0.6373269687002536,15.0,61.7,9.302841186523438,9.302841186523438,9.302841186523438,0.0
37,50,10,2,1,sqrt,3.325883680856205,1.4297079709365919,0.9672403294280804,11.061502258585618,0.9672411760676729,162.37767619047625,10971580102842.553,0.9158851108404118,2.373038237637629,1.2988778288321385,0.9840215600391419,5.631310477290303,0.06666666666666667,0.09278905806317803,0.3353365437660137,0.07560110092163086,4.169778727807773,1.4977787450565585,0.9541508037074424,17.387054638878208,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.016781230611061515,-0.952845443218576,33.95,61.7,9.286361694335938,9.289093017578125,9.289093017578125,0.0027313232421875
38,50,10,2,1,log2,3.325883680856205,1.4297079709365914,0.9672403294280804,11.061502258585618,0.9672411760676729,162.37767619047625,10971580102842.553,0.91588511084041,2.373038237637629,1.2988778288321385,0.9840215600391419,5.631310477290303,0.06666666666666667,0.09278905806317803,0.3353365437660137,0.10046911239624023,4.169778727807773,1.4977787450565585,0.9541508037074425,17.387054638878208,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.016781230611061515,-0.952845443218576,10.45,62.3,9.41180419921875,9.40850830078125,9.41180419921875,-0.0032958984375
39,50,10,2,1,,2.245345567165038,0.6877333581415807,0.9850689003611038,5.041576715987687,0.9850709062619845,134.8576666666667,216267076117.15927,0.35400789675392375,1.433060531318272,0.5550596933506212,0.994172879852479,2.0536624864222084,0.06666666666666667,0.23377352098590087,0.9410140045632087,0.26566600799560547,3.025539282889852,0.7096807230948337,0.9770178369755993,9.153887952309642,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.009103979491375203,-0.8122850358467659,24.299999999999997,62.3,9.430435180664062,9.392623901367188,9.430435180664062,-0.037811279296875
40,50,10,2,2,sqrt,3.0048627869646816,1.4304989703488036,0.9732591810149618,9.029200368485153,0.9732604657889304,121.98223809523807,14441420796790.525,0.9190595226481584,3.120347392356401,1.3382090574839938,0.9723731864142048,9.736567848985391,0.06666666666666667,0.09283994204530656,0.33485872970567,0.07794904708862305,4.4047229514488615,1.486130693615841,0.9494609000307623,19.401584279020366,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.0008859946007570008,0.11548460539171934,8.4,62.6,9.47442626953125,9.474868774414062,9.474868774414062,0.0004425048828125
41,50,10,2,2,log2,3.0048627869646816,1.4304989703488031,0.9732591810149618,9.029200368485153,0.9732604657889304,121.98223809523807,14441420796790.525,0.9190595226481602,3.1203473923564014,1.3382090574839938,0.9723731864142048,9.736567848985393,0.06666666666666667,0.09283994204530656,0.33485872970567,0.09049201011657715,4.4047229514488615,1.4861306936158407,0.9494609000307623,19.401584279020366,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.0008859946007570008,0.11548460539171979,10.25,62.5,9.4666748046875,9.4666748046875,9.4666748046875,0.0
42,50,10,2,2,,1.3946191053570587,0.6612202955202499,0.9942398123134295,1.9449624490269226,0.9942413001681539,39.563516666666686,267357849033.42392,0.35450855125239045,2.144172461086432,0.5662112039060222,0.9869549925848179,4.597475542881446,0.06666666666666667,0.23670478998793626,0.9520791023693499,0.23903512954711914,3.1729900858069198,0.704311206129262,0.9749773775939374,10.067866084629003,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.007284819728611613,0.7495533557293732,18.15,62.5,9.440780639648438,9.46685791015625,9.46685791015625,0.0260772705078125
43,50,10,5,1,sqrt,3.4076413369082443,1.4367371355307785,0.9656099213307845,11.612019481005806,0.9656127354375101,174.34586786546785,11241747753062.14,0.9205514954740615,2.6807470046951,1.3253297106808763,0.979609092172843,7.18640450318175,0.06666666666666667,0.09424635364013614,0.345079857735931,0.07787799835205078,4.318343049239348,1.4742083120292073,0.9510286669718608,18.64808669091379,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.013999170842058484,-0.7268943322131443,7.85,62.0,9.37701416015625,9.344406127929688,9.37701416015625,-0.0326080322265625
44,50,10,5,1,log2,3.4076413369082443,1.4367371355307788,0.9656099213307845,11.612019481005806,0.9656127354375101,174.34586786546785,11241747753062.14,0.9205514954740615,2.6807470046951,1.3253297106808763,0.979609092172843,7.186404503181752,0.06666666666666667,0.09424635364013614,0.345079857735931,0.07303309440612793,4.318343049239348,1.4742083120292073,0.9510286669718608,18.64808669091379,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.013999170842058484,-0.7268943322131443,0.0,62.0,9.371627807617188,9.348175048828125,9.371627807617188,-0.0234527587890625
45,50,10,5,1,,2.1084929257182954,0.6861836820955758,0.9868335192046966,4.445742417804097,0.9868350331289647,108.88451587301583,254976820276.08664,0.35400789675392375,1.6030076114731704,0.5632813958327222,0.9927088493508043,2.569633402440919,0.06666666666666667,0.23470687169151402,0.9445376819919981,0.24332284927368164,3.082810653013928,0.7121109260887735,0.9761454568677863,9.50372152233616,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,0.005875330146107638,-0.505485314245125,11.2,62.349999999999994,9.426803588867188,9.441070556640625,9.441070556640625,0.0142669677734375
46,50,10,5,2,sqrt,2.9471007933093385,1.4385852503542012,0.9742773687309626,8.685403085924532,0.9742791611165973,115.52968842944492,12138581094471.016,0.9415170328110598,3.2276367858580017,1.3474649212015033,0.9704406951979146,10.417639221423773,0.06666666666666667,0.09251174884349478,0.34566614014359126,0.09057497978210449,4.403827298483715,1.4742681144087892,0.9497312805275776,19.39369487487037,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.0038366735330479518,0.28053599254866324,20.3,62.05,9.362930297851562,9.38482666015625,9.38482666015625,0.0218963623046875
47,50,10,5,2,log2,2.9471007933093385,1.4385852503542012,0.9742773687309626,8.685403085924532,0.9742791611165973,115.52968842944497,12138581094471.016,0.9415170328110598,3.227636785858002,1.3474649212015033,0.9704406951979146,10.417639221423775,0.06666666666666667,0.09251174884349478,0.34566614014359126,0.08722424507141113,4.403827298483715,1.4742681144087892,0.9497312805275776,19.39369487487037,18.375768006327167,11.77846621920537,-3.7790888077093854e-05,-0.0038366735330479518,0.2805359925486637,20.65,62.6,9.4964599609375,9.468215942382812,9.4964599609375,-0.0282440185546875
