PC_1,PC_2,cluster
-0.9129645170731311,-2.1121952228630914,1
-0.9064951261732339,-2.1400246791505824,1
-3.957656790199969,0.23932912219071292,3
-0.05024492372833244,-1.637497379496608,1
-0.08318111851704264,-1.259607162384491,1
-4.189005769205913,1.1319073944791656,3
-0.27114452998349764,-2.041305730063005,1
-0.2639283396484436,-1.8906494963128537,1
-4.002086511891229,0.5437350240183274,3
-0.04115838024416939,-1.533198607393004,1
-0.03973338864645516,-1.5993442004509897,1
-4.197804562529381,1.2645362052469349,3
0.041597226832240965,-1.7402619319814683,1
0.030306936981170558,-1.722285667203563,1
-3.688500644402895,0.5676760351580011,3
0.11848874756791906,-1.1697218751141938,1
0.09022588454826468,-1.1974223333437264,1
-4.107381090936698,1.3425426296555911,3
7.849443126354777,1.2054255156293507,2
7.845551102926457,1.2586301155588422,2
0.012643877231080153,1.9626104741526753,0
7.003323620262836,1.3482848718061704,2
7.020776686212902,1.2550643661341303,2
-0.33280882897985664,2.721898024557341,0
7.329166187692711,1.0220422251540202,2
7.327328221433812,0.9948643320022554,2
0.10448114580282929,1.8280828811553578,0
6.999675386083808,1.258147407557694,2
6.997933896377321,1.2365862670772074,2
-0.3826396020195062,2.711173976253,0
6.934186725279037,0.9894824661750352,2
6.941724317266431,0.8805552154024863,2
0.24166828092581552,2.0625901813635084,0
6.851150090917175,1.2079796802969578,2
6.830022778020473,1.3648821751568847,2
-0.2571490184828959,2.655591193148353,0
1.0686645151292602,-0.9676559980897652,1
1.0654146670352154,-1.1320390183215916,1
-3.123879040510845,0.6557161442217637,3
1.4236721289545733,-0.7634945437641822,1
1.4144428649250194,-0.7366610381345732,1
-3.4748528244042927,1.4704898086631468,3
1.3992995556901675,-1.1294136705154392,1
1.406816813816827,-1.1969250772574498,1
-3.1665366776058237,0.7683226931903597,3
1.302124893646344,-0.46318310540519353,1
1.3041227950026217,-0.4635902555561628,1
-3.471928429094971,1.536427901639068,3
1.9440107159500297,-1.0090058325766682,1
1.9530267364644065,-1.1470894290756255,1
-2.8583106426022624,0.6390262613754184,3
1.6432154522556512,-0.6331735275340888,1
1.638427608550076,-0.5109996173776229,1
-3.340398209572798,1.5154293873616276,3
-0.5190733023783741,-1.588962138740368,1
-0.5126071815987518,-1.6211053508467994,1
-3.81287107103237,0.10389384917809075,3
0.31331919152004495,-1.2302593549765566,1
0.31131037369840187,-1.2759007012031303,1
-4.161715655833077,1.2010820454254987,3
0.06319325737635163,-1.6076218336302746,1
0.06671783907150457,-1.6577690945867547,1
-3.7993243211200314,0.2990753382512248,3
0.2538866881917683,-1.3053595083611753,1
0.25855288177215835,-1.341344207376143,1
-4.161260959798882,1.1075121686302802,3
0.6679418442970999,-1.814016520513753,1
0.6604711801157771,-1.8293454819005124,1
-3.462411685956306,0.2981401612008428,3
0.6352847269784688,-1.1023806593042789,1
0.6474287078162849,-1.1928633159888744,1
-3.983681694575709,1.1040352229677086,3
-0.7120304690370652,-1.993815688027048,1
-0.7149421420448658,-1.9783947535424817,1
-3.8948810910733727,0.17963221714811736,3
-0.15387162510803337,-1.4114657772110415,1
-0.1457756183777132,-1.473706930469289,1
-4.185308804779146,1.0697800075336157,3
-0.26623119607877266,-2.0799408342092236,1
-0.26683843077461855,-2.0405443940455266,1
-3.829992017518785,0.19424440509937574,3
0.31565278270464553,-1.5257481150622312,1
0.3267347419624346,-1.7240783949926464,1
