workflowId,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,test_rmse,test_mae,test_mse,test_max_error,test_mape,test_median_absolute_error,train_rmse,train_mae,train_mse,feature_importance_std,feature_importance_max,training_time_seconds,cv_rmse_mean,cv_mae_mean,cv_mse_mean,r2_diff_train_test,rmse_diff_train_test,sys_cpu_percent_avg,cluster
33,50,5,10,1,,3.100896773083134,1.8574669210485868,9.615560797317396,153.9252979927592,10359403108680.729,1.3821413495715067,3.1146695634610784,1.863092824596185,9.701166489550824,0.2450276793682185,0.9834362138621988,0.6077516078948975,3.2683094095025265,1.8637191311283712,10.681846396242754,1.2214408931510157e-05,0.0137727903779443,0.3,3
34,50,5,10,2,sqrt,5.792955507079899,2.757855293094125,33.55833350700733,494.6035018664578,17104901596855.129,1.898692471950694,5.6068228470950325,2.766547187481545,31.436462438706844,0.0901494369953401,0.3218627094407511,0.2460854053497314,5.850395628076451,2.8096775628749704,34.22712900501605,0.0067192097574466,-0.1861326599848665,0.45,2
35,50,5,10,2,log2,5.792955507079899,2.757855293094125,33.55833350700733,494.6035018664578,17104901596855.129,1.8986924719506924,5.6068228470950325,2.766547187481545,31.436462438706844,0.0901494369953401,0.3218627094407511,0.2331912517547607,5.850395628076451,2.8096775628749704,34.22712900501605,0.0067192097574466,-0.1861326599848665,0.75,2
36,50,5,10,2,,3.0983968761068703,1.8571115814494636,9.600063201868812,157.3855579927592,10359403108680.729,1.3821413495715102,3.116634857587461,1.8630719750307876,9.713412835529214,0.2450443884746039,0.9834987048131058,0.6288547515869141,3.267921211619808,1.8635022980820024,10.679309045354673,-6.470900526334145e-05,0.0182379814805906,1.5499999999999998,3
37,50,10,2,1,sqrt,3.437275643311235,1.4125976933852626,11.814863848100664,454.7787212537191,14355044485130.258,0.9354983130907186,2.554583559458814,1.3744327015112827,6.525897162257263,0.089883644353702,0.3284857291773109,0.3506631851196289,3.4718322371578805,1.3696474858794194,12.053619082968694,0.0148931269913282,-0.882692083852421,0.75,1
38,50,10,2,1,log2,3.437275643311235,1.4125976933852624,11.814863848100666,454.7787212537191,14355044485130.258,0.9354983130907186,2.5545835594588135,1.3744327015112825,6.525897162257262,0.089883644353702,0.3284857291773109,0.337120771408081,3.4718322371578805,1.3696474858794194,12.053619082968694,0.0148931269913282,-0.8826920838524215,0.6,1
39,50,10,2,1,,1.4318509143297555,0.664744665217518,2.050197040866957,130.90897924911351,3017159753595.4995,0.3658920584637286,1.156339811381499,0.6341050062828124,1.3371217593858014,0.2409560302966772,0.9681316221634771,0.9604699611663818,1.7132887913467831,0.6590284103645074,2.9353584825545207,0.0020197483724638,-0.2755111029482562,0.6,0
40,50,10,2,2,sqrt,3.3711729118054534,1.4047445071212057,11.36480680129086,465.4723612959668,15377299197291.002,0.9231854355557428,2.800647753297335,1.3794801599779294,7.843627838049408,0.0902708728630329,0.3323311908961505,0.3482136726379394,3.564460753555988,1.4209940540666013,12.70538046364092,0.010005602297943,-0.5705251585081186,0.6,1
41,50,10,2,2,log2,3.371172911805453,1.4047445071212057,11.364806801290856,465.4723612959668,15377299197291.006,0.9231854355557444,2.800647753297335,1.3794801599779294,7.84362783804941,0.0902708728630329,0.3323311908961505,0.341698408126831,3.564460753555988,1.4209940540666013,12.70538046364092,0.010005602297943,-0.5705251585081181,0.3,1
42,50,10,2,2,,1.439766851373997,0.6640301709733618,2.072928586315393,137.08676972530395,3018597090366.128,0.3658920584637286,1.2052969677975716,0.6345315611890979,1.4527407805820205,0.2410728758769937,0.9685683356676142,0.9625740051269532,1.7118944078796856,0.6582050239862132,2.9305824637297393,0.0017641337576911,-0.2344698835764254,0.6,0
43,50,10,5,1,sqrt,3.359683111326611,1.391486503508441,11.287470608533257,447.02330955720714,15403532842536.367,0.9283291973651407,2.675725625857584,1.3583032643584323,7.159507624870959,0.0932463517586846,0.3495619855698064,0.3529512882232666,3.5471491132247244,1.3986008801792331,12.582266831450948,0.0116772330672068,-0.6839574854690271,0.15,1
44,50,10,5,1,log2,3.3596831113266106,1.391486503508441,11.287470608533251,447.0233095572071,15403532842536.367,0.9283291973651407,2.675725625857583,1.3583032643584323,7.159507624870956,0.0932463517586846,0.3495619855698064,0.340886116027832,3.547149113224725,1.3986008801792322,12.582266831450951,0.0116772330672068,-0.6839574854690271,0.8,1
45,50,10,5,1,,1.4358813511622548,0.6645931726522943,2.0617552546155427,131.13292730106153,3007910787453.281,0.3658920584637357,1.2117531648240365,0.635611013359653,1.4683457324610685,0.2410328387785916,0.9684196607597316,0.9511773586273192,1.7425082023973957,0.6604356381248848,3.036334835422202,0.0016899854936496,-0.2241281863382183,0.4499999999999999,0
46,50,10,5,2,sqrt,3.2896304845575006,1.352368824864922,10.821668724930015,454.9352915964582,15609329087362.932,0.8979706711118851,2.821267590950114,1.325698041932579,7.959550819745459,0.0911869047729513,0.3370000818771629,0.344468355178833,3.5719086024778006,1.3524711414242518,12.758531064454914,0.0081737569449945,-0.4683628936073867,0.3,1
47,50,10,5,2,log2,3.2896304845575006,1.3523688248649222,10.821668724930015,454.93529159645817,15609329087362.932,0.8979706711118833,2.8212675909501144,1.3256980419325792,7.959550819745461,0.0911869047729513,0.3370000818771629,0.3345394134521484,3.5719086024778,1.3524711414242518,12.758531064454912,0.0081737569449945,-0.4683628936073862,0.0,1
48,50,10,5,2,,1.4356865993197885,0.6641242326168838,2.061196011466419,137.42943639197065,3018597090366.128,0.3658920584637286,1.2297013725465216,0.6354631623498075,1.512165465642799,0.2411052343136955,0.9686898060856154,0.9483530521392822,1.7552379225858954,0.659145162917474,3.0808601648836493,0.0015675652236815,-0.2059852267732669,0.9,0
49,50,10,10,1,sqrt,3.464855684161551,1.3973797006001212,12.005224912066607,456.982796081193,15120095185406.838,0.922611664546297,2.854923262232771,1.363344931825886,8.150586833237808,0.0920744987279148,0.3350192770746221,0.3536367416381836,3.64627937861449,1.4840152853878137,13.295353306909268,0.0109418866761856,-0.60993242192878,0.4499999999999999,1
50,50,10,10,1,log2,3.464855684161551,1.3973797006001212,12.005224912066607,456.982796081193,15120095185406.832,0.922611664546297,2.854923262232771,1.363344931825886,8.150586833237808,0.0920744987279148,0.3350192770746221,0.3605670928955078,3.64627937861449,1.4840152853878137,13.29535330690927,0.0109418866761856,-0.60993242192878,0.3,1
51,50,10,10,1,,1.5078363875925274,0.6673768084605134,2.273570571748082,132.1106401326744,3031615959824.973,0.3659272057053826,1.4166885570321512,0.6417372065990448,2.007006467625839,0.24113720399709,0.9688105762902188,0.9688053131103516,1.7952250841374957,0.6636604857096099,3.2228331027164785,0.0007939527608212,-0.0911478305603761,0.6,0
52,50,10,10,2,sqrt,3.439218670014919,1.3811323800952526,11.828225060179191,460.6690634363988,15179248698782.447,0.909505647400504,2.9475232238489113,1.35376023619,8.687893155128679,0.091425361982617,0.3365973917429292,0.3508267402648926,3.6500894068028584,1.4467311303208863,13.323152677654445,0.0089671204630954,-0.4916954461660081,0.3,1
53,50,10,10,2,log2,3.439218670014919,1.3811323800952529,11.828225060179191,460.6690634363988,15179248698782.447,0.909505647400504,2.9475232238489113,1.35376023619,8.687893155128679,0.091425361982617,0.3365973917429292,0.3384213447570801,3.650089406802858,1.4467311303208863,13.32315267765444,0.0089671204630954,-0.4916954461660081,0.45,1
54,50,10,10,2,,1.504063971017694,0.6666719548619173,2.2622084289135147,138.24555376903805,3017726545010.617,0.3658920584637286,1.4267325857045765,0.6415546334806567,2.0355658711112663,0.2411707400077441,0.9689360593896222,0.9468812942504884,1.8141327587115232,0.6626588684014582,3.291077666230282,0.0006835479518992,-0.0773313853131176,0.75,0
55,50,15,2,1,sqrt,2.721988501489935,0.8389129608974953,7.409221402243423,428.2556885045278,11254502604047.523,0.5258428858869504,1.4158538512474033,0.7481840125915558,2.004642128092104,0.0923262512063478,0.3344406043923852,0.4053590297698974,2.9719550000974375,0.8526340513906798,8.83251652260416,0.0150982287986831,-1.3061346502425322,0.15,1
56,50,15,2,1,log2,2.721988501489935,0.8389129608974953,7.409221402243423,428.2556885045278,11254502604047.52,0.5258428858869486,1.4158538512474037,0.7481840125915556,2.0046421280921045,0.0923262512063478,0.3344406043923852,0.4093143939971924,2.9719550000974375,0.8526340513906798,8.83251652260416,0.0150982287986831,-1.306134650242532,0.6,1
57,50,15,2,1,,1.0171641895900554,0.1931295578580425,1.0346229885843945,133.63233333333335,1298765609735.848,0.012136559691374,0.5003429837894678,0.1314509223612879,0.2503431014273477,0.240251098994987,0.9654843902734046,1.1777677536010742,1.411309742168843,0.2248532386220624,1.991795188340686,0.002189916269647,-0.5168212058005875,0.15,0
58,50,15,2,2,sqrt,2.8190632803692273,0.86147432375828,7.947117778726109,442.9177868233092,11427540744662.396,0.5422750372112404,2.0863188675210336,0.7933186140334484,4.352726416974248,0.0939197255329074,0.3461622380739699,0.4061110019683838,3.0825096980117572,0.90620576673361,9.501866038336534,0.0101192710451348,-0.7327444128481937,0.3,1
59,50,15,2,2,log2,2.819063280369227,0.86147432375828,7.947117778726107,442.9177868233092,11427540744662.396,0.5422750372112404,2.0863188675210336,0.7933186140334486,4.352726416974248,0.0939197255329074,0.3461622380739699,0.4169874191284179,3.0825096980117572,0.90620576673361,9.501866038336534,0.0101192710451348,-0.7327444128481932,0.6,1
60,50,15,2,2,,1.0287422144713094,0.1946454268314137,1.0583105438353335,136.36962857142856,1484748996786.1892,0.0127091417728273,0.6342488950131191,0.1384456004892604,0.4022716608253626,0.2404209114165454,0.9661192799066493,1.166048288345337,1.409218724490314,0.2277388688811635,1.985897413454108,0.0018368144543122,-0.3944933194581903,0.4499999999999999,0
61,50,15,5,1,sqrt,2.6474398426938643,0.8539916901570571,7.008937720682913,418.3088516292821,11247297881260.68,0.5386012446772384,1.8649794036935263,0.7825978429104865,3.478148176201061,0.0936145606586837,0.3502746270111572,0.4160633087158203,3.092756064342759,0.8680683853265736,9.565140073528912,0.009919615450878,-0.782460439000338,0.15,1
62,50,15,5,1,log2,2.6474398426938643,0.8539916901570571,7.008937720682914,418.30885162928206,11247297881260.678,0.5386012446772384,1.8649794036935263,0.7825978429104865,3.4781481762010618,0.0936145606586837,0.3502746270111572,0.4289512634277344,3.092756064342759,0.8680683853265737,9.565140073528912,0.009919615450878,-0.7824604390003378,1.05,1
63,50,15,5,1,,1.0115236750473455,0.1936415975138742,1.023180145181288,130.0252023809524,1295319055255.483,0.0122281911322659,0.6334484758486736,0.1368175193227276,0.4012569715550075,0.2403816226973878,0.9659725193804876,1.174849033355713,1.4791959785066675,0.2274202614313066,2.188020742830298,0.0017418094310027,-0.3780751991986719,0.3,0
64,50,15,5,2,sqrt,2.8120055687064323,0.880717102739908,7.907375318435985,443.9245783158832,12075135189620.592,0.5623830989794243,2.095276291065619,0.8161922094719936,4.390182735901696,0.0936656485426476,0.351267854764084,0.4230000972747803,3.111504030558747,0.897209211897237,9.681457332183328,0.0099053154452937,-0.7167292776408134,0.8,1
65,50,15,5,2,log2,2.8120055687064323,0.880717102739908,7.907375318435984,443.9245783158832,12075135189620.594,0.5623830989794225,2.095276291065619,0.8161922094719936,4.390182735901696,0.0936656485426476,0.351267854764084,0.4147737026214599,3.111504030558747,0.897209211897237,9.681457332183328,0.0099053154452937,-0.7167292776408134,0.3,1
66,50,15,5,2,,1.014012909253372,0.1944443566755584,1.0282221801324876,136.33828571428575,1477540478310.4807,0.0127009520339314,0.6798750423163843,0.1406064638616693,0.4622300731647054,0.2404568030249222,0.9662535095297852,1.170581340789795,1.480394283835563,0.2293896389596908,2.1915672356130096,0.0015876709132542,-0.3341378669369877,0.4499999999999999,0
67,50,15,10,1,sqrt,3.025282564514073,0.8650029121530226,9.152334595152846,467.55777473312173,12044407892379.92,0.5460917443089421,2.1440726977687667,0.8020560907000682,4.597047733317437,0.0938738233249307,0.3495562671509102,0.420825719833374,3.0464546136099098,0.8668278552494556,9.280885712785103,0.0128007331984637,-0.8812098667453063,0.75,1
68,50,15,10,1,log2,3.025282564514073,0.8650029121530226,9.152334595152846,467.55777473312173,12044407892379.92,0.5460917443089457,2.1440726977687667,0.8020560907000681,4.597047733317438,0.0938738233249307,0.3495562671509102,0.4106459617614746,3.0464546136099098,0.8668278552494556,9.280885712785103,0.0128007331984637,-0.8812098667453063,0.0,1
69,50,15,10,1,,1.128360176234923,0.2003544100595133,1.2731966873129064,134.7676844737908,1296351223846.5608,0.0123008840681517,0.9856114278627028,0.1527704906140101,0.9714298867335558,0.2404992833232371,0.9664139256319624,1.168053150177002,1.536383815591301,0.2364933795040136,2.360475228810885,0.0008652129670366,-0.14274874837222,0.4499999999999999,0
70,50,15,10,2,sqrt,2.885389071351333,0.8867626716679082,8.325470093073706,447.5640759642695,11197236154436.842,0.5637190081674568,2.3135013617023814,0.8314634647232729,5.3522885505987725,0.0932712969004435,0.3479499003512505,0.4046933650970459,3.196664405653904,0.9144756408698992,10.218663322374628,0.0084156251675185,-0.5718877096489514,0.6,1
71,50,15,10,2,log2,2.8853890713513333,0.8867626716679081,8.32547009307371,447.5640759642695,11197236154436.842,0.5637190081674568,2.3135013617023814,0.8314634647232728,5.3522885505987725,0.0932712969004435,0.3479499003512505,0.4141895771026611,3.196664405653904,0.9144756408698992,10.218663322374628,0.0084156251675185,-0.5718877096489519,0.15,1
72,50,15,10,2,,1.1222072828316203,0.2011138800958657,1.259349185640329,137.76068111669036,1496398078035.484,0.0128919768419244,1.0072166563187608,0.1555576483396139,1.0144853927659447,0.24054373832825,0.9665801372505984,1.152634620666504,1.5583417103874648,0.2385208492258854,2.4284288863333297,0.0007079058060509,-0.1149906265128597,0.3,0
73,50,20,2,1,sqrt,2.653308400150157,0.5222961530429694,7.040045466307385,451.296954544259,8127332005060.583,0.2554991180760257,1.0501953619241309,0.364070142162131,1.1029102982069563,0.096655852231031,0.3665806374817122,0.4719207286834717,2.8507999173474574,0.5955384686913678,8.127060168748269,0.0165575869391557,-1.603113038226026,0.15,1
74,50,20,2,1,log2,2.653308400150157,0.5222961530429694,7.040045466307385,451.29695454425905,8127332005060.583,0.2554991180760275,1.050195361924131,0.3640701421621309,1.1029102982069567,0.096655852231031,0.3665806374817122,0.4690196514129638,2.8507999173474574,0.5955384686913678,8.127060168748269,0.0165575869391557,-1.603113038226026,0.4499999999999999,1
75,50,20,2,1,,0.967205042198233,0.129695067289058,0.9354855936536856,127.398,1219375095975.8413,3.3750779948604765e-14,0.4180783336207611,0.0517924232726937,0.1747894930431124,0.2401865230680159,0.9652411935312294,1.277106523513794,1.3692411875868415,0.172848807495569,1.8748214297842245,0.0021223072879064,-0.5491267085774719,0.15,0
76,50,20,2,2,sqrt,2.7731399808552877,0.5880451106018496,7.690305353418066,461.3251507936508,10912394299239.592,0.2981819773645284,1.8872597542860063,0.4832162699942366,3.561749380147678,0.0934374651906856,0.3500781154923124,0.4575345516204834,3.051142347684331,0.6762013902105497,9.309469625832651,0.0115859682413185,-0.8858802265692811,0.3,1
77,50,20,2,2,log2,2.773139980855288,0.5880451106018496,7.6903053534180685,461.3251507936508,10912394299239.592,0.298181977364532,1.8872597542860068,0.4832162699942367,3.561749380147679,0.0934374651906856,0.3500781154923124,0.4499104022979736,3.0511423476843307,0.6762013902105497,9.30946962583265,0.0115859682413185,-0.8858802265692813,0.6,1
78,50,20,2,2,,1.0091074576331522,0.138856123823773,1.018297861050844,135.87679523809527,1413945436213.3645,5.3290705182007514e-14,0.5762122428603462,0.0695526151791791,0.3320205488221506,0.2403540950877814,0.9658681094072552,1.270009994506836,1.431499345206352,0.1839013047377144,2.049190375326215,0.0019191845411087,-0.432895214772806,0.15,0
79,50,20,5,1,sqrt,2.6491321444470346,0.5552270644492543,7.017901118742544,441.06645637728695,8491652532575.044,0.2812154774603357,1.5004922110891468,0.4279731790830504,2.2514768755391965,0.0961803621102322,0.3618044364159632,0.4828999042510986,2.929012343521181,0.6013220984024421,8.579113308499437,0.0133279671716152,-1.1486399333578878,0.15,1
80,50,20,5,1,log2,2.649132144447034,0.5552270644492544,7.017901118742542,441.06645637728695,8491652532575.044,0.2812154774603348,1.5004922110891463,0.4279731790830504,2.2514768755391956,0.0961803621102322,0.3618044364159632,0.4662632942199707,2.929012343521181,0.6013220984024421,8.579113308499437,0.0133279671716152,-1.1486399333578876,1.05,1
