cluster_id,hero_workflow_id,ensemble_score,representatives_distance,tradeoffs_distance
1,b027f411218b4d0f86bc96bf49f73963,0.0006248421153863148,0.0008926315934090212,0.0
2,724dc69346cd4f9eb680cbd4e875da6d,0.0,0.0,0.0
3,37daabe3af4a4a80969a5f2ce05e542f,0.17235406711097034,0.20652255333973324,0.092627599243857
