PC_1,PC_2,cluster
0.44720990561163193,4.118050009433512,0
0.1664440088773301,4.016299339141688,0
7.384087764657142,-0.5861182251176293,2
0.26525505981713066,-1.378807213538388,1
-0.7543368158142917,-1.4199013046704685,1
-0.31547978407135907,-1.5530159629671096,1
-0.5254691311164126,-1.3257290733532192,1
-1.5872760304452693,-0.9362667291021701,1
-1.1779366440657206,-1.0860673778410386,1
0.5629062706907757,4.122953989048892,0
-0.4288224217724259,4.837695076576177,0
7.718271651903886,-1.3258581673825989,2
-1.5550203333451311,-0.9828990499600176,1
-1.5754805000980716,-0.982131599493191,1
-1.767485767599839,-1.2454767438769592,1
-1.5910612040700753,-1.0302511293804812,1
-1.7904103736592838,-1.1069873091951454,1
-1.2004128833177685,-1.168465854346736,1
0.5417967845843377,4.097159913903457,0
-0.4312973270400773,4.834670943628091,0
7.737925311382294,-1.301842993971332,2
-1.5879220151386138,-1.0231022291522123,1
-1.5747525867840564,-0.9812421486261069,1
-1.7622447917389303,-1.2390726976339548,1
-1.5805792523482578,-1.0174430368944725,1
-1.7675538955992096,-1.0790585519687093,1
-1.175954995966861,-1.1385803052127152,1
0.32030881621962076,3.4932884795492094,0
0.05134881076370849,3.695361977835006,0
7.986753464076859,-0.9887759609457856,2
-0.6364953038982617,-1.471269016023308,1
-1.1619841324546638,-1.363675143182256,1
-0.09734425616597668,-1.4615727066274697,1
-0.5401555904776825,-1.415075463086664,1
-1.51887502898585,-0.9588554250238692,1
-0.8395873296904475,-1.194327510566263,1
-0.2095764268881628,4.590641319013462,0
-0.11361109151654337,4.574152627919653,0
7.072923740001889,-1.0982678432085282,2
-1.677328589805143,-1.0571837003875328,1
-1.336501242045213,-1.3113398923946336,1
-1.291583952086374,-1.381085878561136,1
-1.7044724059598513,-1.1106046679798713,1
-1.1922759906226648,-1.2428826756847051,1
-0.987147229063302,-1.2667235208539167,1
-0.1942902472938456,4.6093197872222245,0
-0.09322951872412044,4.599057252198004,0
7.0883555022590095,-1.0794114848263483,2
-1.691741273422642,-1.074794827555795,1
-1.358775389454075,-1.3385570889274025,1
-1.3017747384825857,-1.3935381907003113,1
-1.6492965767575063,-1.0431842922549077,1
-1.1921304079598618,-1.2427047855112883,1
-0.9756461987018634,-1.2526701971539904,1
-0.0035670309964758824,3.7898458355573013,0
-0.18266958284772536,3.7317818556989883,0
7.997457679854578,-1.4933467789214387,2
-1.1478446466553314,-1.3062217074060058,1
