workflowId,normalization,classifier,criterion,max_depth,n_estimators,fairness_method,random_state,test_Log_Loss,test_False_Positives,test_False_Negatives,test_Equal_Opportunity,test_Equalized_Odds,test_Predictive_Equality,test_Treatment_Equality,test_Conditional_Statistical_Parity,test_Overall_Accuracy_Equality,test_Test_Fairness,test_Well_Calibration,overfitting_Accuracy_diff,overfitting_F1_diff,overfitting_AUC_diff,system/cpu_utilization_percentage,cluster
195,robust,random_forest,gini,10,100,,42,0.036655674688295,6,2,0.0133673469387755,0.0133673469387755,0.0133673469387755,0.5,0.0001684871497728,0.0033932496075353,0.9326561154703822,0.0066810420829058,0.0039994316028798,0.0026478637245662,0.0025102040816326,19.3,1
196,robust,random_forest,gini,20,100,balanced_subsample,42,0.0536545949178593,7,3,0.0150510204081631,0.0150510204081632,0.0150510204081632,0.4,0.0018800700249032,0.0038206436420722,0.9329811224489798,0.0067061538461538,0.0058459643804471,0.0038708563346343,0.0025010204081632,17.9,1
197,robust,random_forest,gini,20,100,balanced,42,0.0730316430698493,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9328770408163264,0.0067292923076923,0.0046151951496778,0.0030585194501524,0.0034765306122448,16.7,1
198,robust,random_forest,gini,20,100,,42,0.0532788336381933,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9349566326530614,0.0065339076923076,0.0052305797650624,0.0034648534726796,0.002434693877551,0.0,1
199,robust,random_forest,entropy,3,100,balanced_subsample,42,0.1178012607796157,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7973589159268327,0.0225809620429677,0.0049158772262219,0.0033141549350208,0.0026545029714447,12.3,0
200,robust,random_forest,entropy,3,100,balanced,42,0.117193211520665,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7987480857918438,0.0225019935410036,0.0046079954528229,0.0031079396412306,0.0026494229564147,0.0,0
201,robust,random_forest,entropy,3,100,,42,0.1012435768736433,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7764008053623396,0.0201484371661783,0.0003006820765441,0.0001953727192524,0.0020782540563726,9.7,2
202,robust,random_forest,entropy,10,100,balanced_subsample,42,0.0701961323703656,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9400967604206104,0.0060755816260975,0.0049230769230769,0.0032626427406199,0.0034642857142856,10.9,1
203,robust,random_forest,entropy,10,100,balanced,42,0.0706240876704913,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9394648614183472,0.0061786892839479,0.0052305797650624,0.0034648534726796,0.0037938775510204,12.2,1
204,robust,random_forest,entropy,10,100,,42,0.0564209902466031,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9381142662416456,0.0063168047571757,0.0055384615384614,0.0036689767631471,0.003215306122449,13.7,1
205,robust,random_forest,entropy,20,100,balanced_subsample,42,0.0701951858743176,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9403739795918368,0.0060774153846153,0.0049230769230769,0.0032626427406199,0.0033908163265305,12.2,1
206,robust,random_forest,entropy,20,100,balanced,42,0.070469881163414,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9396071428571428,0.006172923076923,0.0052305797650624,0.0034648534726796,0.0034030612244898,10.8,1
207,robust,random_forest,entropy,20,100,,42,0.0517618714623661,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9394178571428572,0.0061980307692307,0.0055384615384614,0.0036689767631471,0.0024132653061224,15.7,1
208,robust,random_forest,log_loss,3,100,balanced_subsample,42,0.1178012607796157,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7973589159268327,0.0225809620429677,0.0049158772262219,0.0033141549350208,0.0026545029714447,16.4,0
209,robust,random_forest,log_loss,3,100,balanced,42,0.117193211520665,6,21,0.0021428571428571,0.0021428571428571,0.0021428571428571,0.5555555555555556,0.0456437319526038,0.000543956043956,0.7987480857918438,0.0225019935410036,0.0046079954528229,0.0031079396412306,0.0026494229564147,21.9,0
210,robust,random_forest,log_loss,3,100,,42,0.1012435768736433,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7764008053623396,0.0201484371661783,0.0003006820765441,0.0001953727192524,0.0020782540563726,16.8,2
211,robust,random_forest,log_loss,10,100,balanced_subsample,42,0.0701961323703656,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9400967604206104,0.0060755816260975,0.0049230769230769,0.0032626427406199,0.0034642857142856,14.9,1
212,robust,random_forest,log_loss,10,100,balanced,42,0.0706240876704913,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9394648614183472,0.0061786892839479,0.0052305797650624,0.0034648534726796,0.0037938775510204,16.1,1
213,robust,random_forest,log_loss,10,100,,42,0.0564209902466031,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9381142662416456,0.0063168047571757,0.0055384615384614,0.0036689767631471,0.003215306122449,15.2,1
214,robust,random_forest,log_loss,20,100,balanced_subsample,42,0.0701951858743176,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9403739795918368,0.0060774153846153,0.0049230769230769,0.0032626427406199,0.0033908163265305,12.6,1
215,robust,random_forest,log_loss,20,100,balanced,42,0.070469881163414,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9396071428571428,0.006172923076923,0.0052305797650624,0.0034648534726796,0.0034030612244898,15.0,1
216,robust,random_forest,log_loss,20,100,,42,0.0517618714623661,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9394178571428572,0.0061980307692307,0.0055384615384614,0.0036689767631471,0.0024132653061224,17.9,1
217,robust,random_forest,gini,3,200,balanced_subsample,42,0.1164685393160811,7,17,0.0036224489795917,0.0036224489795917,0.0036224489795918,0.4166666666666667,0.0357020977617184,0.0009195447409733,0.7978949504876927,0.0215721807909,0.0046091322470632,0.0030889790883891,0.0023453836810434,15.4,0
218,robust,random_forest,gini,3,200,balanced,42,0.1161177873142838,7,17,0.0036224489795917,0.0036224489795917,0.0036224489795918,0.4166666666666667,0.0357020977617184,0.0009195447409733,0.7984058227247058,0.0214736057355164,0.0049170140204622,0.0032947736686191,0.0024745983155606,18.2,0
219,robust,random_forest,gini,3,200,,42,0.1015295907352186,19,3,0.0450510204081632,0.0450510204081632,0.0450510204081632,0.7272727272727273,0.007497733682514,0.0114360282574568,0.773463451166521,0.0198422242955387,0.0009153088291018,0.0005998362795928,0.0019773149741899,37.3,2
220,robust,random_forest,gini,10,200,balanced_subsample,42,0.0540053235240952,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9320921402823338,0.0065508840086301,0.0055384615384614,0.0036689767631471,0.0029183673469388,26.4,1
221,robust,random_forest,gini,10,200,balanced,42,0.0538898597206834,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9323177968438868,0.006550298659171,0.0055384615384614,0.0036689767631471,0.0029867346938776,21.6,1
222,robust,random_forest,gini,10,200,,42,0.0368312290022825,6,2,0.0133673469387755,0.0133673469387755,0.0133673469387755,0.5,0.0001684871497728,0.0033932496075353,0.9326289134991764,0.0064630766168957,0.0039994316028798,0.0026478637245662,0.0026785714285714,21.6,1
223,robust,random_forest,gini,20,200,balanced_subsample,42,0.0542900103827136,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9317573979591838,0.0066795384615384,0.0055384615384614,0.0036689767631471,0.0027969387755101,29.6,1
224,robust,random_forest,gini,20,200,balanced,42,0.0542223582288488,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9319109693877552,0.0066813538461538,0.0049230769230769,0.0032626427406199,0.0027408163265305,22.9,1
225,robust,random_forest,gini,20,200,,42,0.0540728087771553,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9335836734693876,0.006598123076923,0.0055384615384614,0.0036689767631471,0.0025153061224489,15.9,1
226,robust,random_forest,entropy,3,200,balanced_subsample,42,0.1182661444726617,6,19,0.0005102040816326,0.0005102040816326,0.0005102040816326,0.52,0.0410543475655071,0.000129513343799,0.7954183593033414,0.022461786377804,0.0043008715422507,0.0028995611737955,0.0023699497200685,50.4,0
227,robust,random_forest,entropy,3,200,balanced,42,0.1180553180111906,6,20,0.0013265306122448,0.0013265306122448,0.0013265306122449,0.5384615384615384,0.0433545957546962,0.0003367346938776,0.7958532983198638,0.0224319305619219,0.0052241379310344,0.0035172339933372,0.0023469863006669,38.9,0
228,robust,random_forest,entropy,3,200,,42,0.1014531696842771,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7754964619630389,0.0201879897964996,-0.0006229632436529,-0.0004093071363573,0.001951195449988,12.5,2
229,robust,random_forest,entropy,10,200,balanced_subsample,42,0.0704371119126216,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9388138070885108,0.0059681703820635,0.0049230769230769,0.0032626427406199,0.0037897959183673,0.0,1
230,robust,random_forest,entropy,10,200,balanced,42,0.0515806701439872,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9388597581544816,0.0060165601342116,0.0055384615384614,0.0036689767631471,0.0029153061224489,13.0,1
231,robust,random_forest,entropy,10,200,,42,0.0567861768179435,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9375651828991842,0.0061871365695938,0.0055384615384614,0.0036689767631471,0.0040561224489796,38.5,1
232,robust,random_forest,entropy,20,200,balanced_subsample,42,0.0704727387703386,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.938972448979592,0.0059977384615384,0.0049230769230769,0.0032626427406199,0.0036551020408163,31.3,1
233,robust,random_forest,entropy,20,200,balanced,42,0.0515237197028104,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9387918367346938,0.0060283538461538,0.0055384615384614,0.0036689767631471,0.0027071428571427,14.9,1
234,robust,random_forest,entropy,20,200,,42,0.0525264699252418,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.938243112244898,0.0061640153846153,0.0055384615384614,0.0036689767631471,0.0027377551020407,20.9,1
235,robust,random_forest,log_loss,3,200,balanced_subsample,42,0.1182661444726617,6,19,0.0005102040816326,0.0005102040816326,0.0005102040816326,0.52,0.0410543475655071,0.000129513343799,0.7954183593033414,0.022461786377804,0.0043008715422507,0.0028995611737955,0.0023699497200685,18.8,0
236,robust,random_forest,log_loss,3,200,balanced,42,0.1180553180111906,6,20,0.0013265306122448,0.0013265306122448,0.0013265306122449,0.5384615384615384,0.0433545957546962,0.0003367346938776,0.7958532983198638,0.0224319305619219,0.0052241379310344,0.0035172339933372,0.0023469863006669,19.5,0
237,robust,random_forest,log_loss,3,200,,42,0.1014531696842771,16,3,0.0375510204081632,0.0375510204081633,0.0375510204081632,0.6842105263157895,0.0051721330978947,0.0095321821036107,0.7754964619630389,0.0201879897964996,-0.0006229632436529,-0.0004093071363573,0.001951195449988,17.6,2
238,robust,random_forest,log_loss,10,200,balanced_subsample,42,0.0704371119126216,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.9388138070885108,0.0059681703820635,0.0049230769230769,0.0032626427406199,0.0037897959183673,20.7,1
239,robust,random_forest,log_loss,10,200,balanced,42,0.0515806701439872,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9388597581544816,0.0060165601342116,0.0055384615384614,0.0036689767631471,0.0029153061224489,16.4,1
240,robust,random_forest,log_loss,10,200,,42,0.0567861768179435,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9375651828991842,0.0061871365695938,0.0055384615384614,0.0036689767631471,0.0040561224489796,14.2,1
241,robust,random_forest,log_loss,20,200,balanced_subsample,42,0.0704727387703386,5,3,0.0100510204081631,0.0100510204081632,0.0100510204081632,0.25,0.0034627088171091,0.0025514128728414,0.938972448979592,0.0059977384615384,0.0049230769230769,0.0032626427406199,0.0036551020408163,31.5,1
242,robust,random_forest,log_loss,20,200,balanced,42,0.0515237197028104,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.9387918367346938,0.0060283538461538,0.0055384615384614,0.0036689767631471,0.0027071428571427,21.9,1
243,robust,random_forest,log_loss,20,200,,42,0.0525264699252418,6,3,0.0125510204081632,0.0125510204081632,0.0125510204081632,0.3333333333333333,0.0026706815776302,0.0031860282574569,0.938243112244898,0.0061640153846153,0.0055384615384614,0.0036689767631471,0.0027377551020407,19.0,1
