workflowId,normalization,classifier,n_estimators,criterion,max_depth,fairness_method,random_state,training_time_seconds,test_AUC_ROC,test_Accuracy,test_Precision,test_Recall,test_F1_Score,test_Log_Loss,test_Matthews_Corrcoef,test_Cohen_Kappa,test_Balanced_Accuracy,test_True_Positives,test_True_Negatives,test_False_Positives,test_False_Negatives,test_Specificity,test_Sensitivity,test_Statistical_Parity,test_Disparate_Impact,test_Equal_Opportunity,test_Equalized_Odds,test_Predictive_Equality,test_Treatment_Equality,test_Equal_Negative_Predictive_Value,test_Conditional_Statistical_Parity,test_Conditional_Use_Accuracy_Equality,test_Overall_Accuracy_Equality,test_Test_Fairness,test_Well_Calibration,test_Balance_for_Positive_Class,test_Balance_for_Negative_Class,train_Accuracy,train_F1_Score,train_AUC_ROC,train_Precision,train_Recall,overfitting_Accuracy_diff,overfitting_F1_diff,overfitting_AUC_diff,learning_curve_train_score,learning_curve_test_score,system/cpu_utilization_percentage,system/system_memory_usage_megabytes,system/system_memory_usage_percentage,system/disk_usage_megabytes,system/network_receive_megabytes,system/network_transmit_megabytes
11,standard,random_forest,50,entropy,3,balanced,42,0.06702685356140137,0.99495,0.9821538461538462,0.9942148760330578,0.9820408163265306,0.9880903490759754,0.11720344429710919,0.9528003693817028,0.952512910945963,0.9822704081632654,1203,393,7,22,0.9825,0.9820408163265306,0.24461538461538457,0.34297520661157027,0.000459183673469421,0.00045918367346946265,0.0004591836734693863,0.5172413793103449,0.44698795180722894,0.04722692422582886,0.9884297520661156,0.0001165620094192299,0.8007635372694712,0.02317003248312821,0.9820408163265306,0.9825,0.9873768472906403,0.99160008195042,0.9974672301176799,0.9950657894736842,0.9881584320130665,0.005223001136794192,0.003509732874444671,0.002517230117679903,0.9893764434180139,0.9870695319873768,14.5,8678.90625,67.0,415375.54296875,4220.681640625,1241.7060546875
12,standard,random_forest,50,entropy,3,None,42,0.061251163482666016,0.9948438775510204,0.9876923076923076,0.9862792574656981,0.9975510204081632,0.9918831168831169,0.10298420400595659,0.9667079884461516,0.9664412205069957,0.9775255102040816,1222,383,17,3,0.9575,0.9975510204081632,0.2624615384615384,0.31154156577885395,0.04005102040816322,0.04005102040816324,0.04005102040816327,0.7,0.49222797927461137,0.00594872180891326,0.9725585149313962,0.01016679748822602,0.7726182090611936,0.020585915563400184,0.9975510204081632,0.9575,0.9870689655172413,0.9914738124238733,0.9972536107046834,0.9858700040371418,0.9971416904859126,-0.0006233421750663215,-0.0004093044592435868,0.0024097331536629962,0.9878367975365666,0.9836818836337528,13.5,8685.640625,67.0,415375.546875,4220.685546875,1241.7060546875
13,standard,random_forest,50,entropy,10,balanced_subsample,42,0.10770702362060547,0.9967826530612245,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.06971136403249405,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.940123783363199,0.005956596117774352,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.0032173469387755116,0.9996920708237106,0.9923036179481359,0.0,8579.359375,66.4,415375.58203125,4221.4462890625,1241.71484375
14,standard,random_forest,50,entropy,10,balanced,42,0.09586000442504883,0.9967387755102041,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.07077020539253581,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9400935488299781,0.006440447993131513,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.003261224489795933,0.9998460354118553,0.9923033334869423,14.8,8606.828125,66.6,415375.58203125,4221.4462890625,1241.71484375
15,standard,random_forest,50,entropy,10,None,42,0.09171676635742188,0.9970285714285715,0.9938461538461538,0.9951100244498777,0.996734693877551,0.9959216965742251,0.056277366589242775,0.9833958281827847,0.9833904022077988,0.9908673469387754,1221,394,6,4,0.985,0.996734693877551,0.2550769230769231,0.3243683781581092,0.011734693877550995,0.011734693877551008,0.011734693877551019,0.2,0.48994974874371855,0.005160275706159179,0.9902200488997555,0.002978806907378395,0.9372994532801812,0.0065138576986501625,0.996734693877551,0.985,1.0,1.0,1.0,1.0,1.0,0.006153846153846176,0.004078303425774865,0.002971428571428514,0.9996920708237106,0.9938431219274634,20.4,8616.0,66.7,415375.58984375,4221.4794921875,1241.73046875
16,standard,random_forest,50,entropy,20,balanced_subsample,42,0.10935592651367188,0.9967887755102041,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.06956087674587476,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9407612244897959,0.005903015384615386,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.0032112244897959386,0.9996920708237106,0.9926114049595239,23.3,8537.5,66.2,415375.58984375,4221.484375,1241.7373046875
17,standard,random_forest,50,entropy,20,balanced,42,0.0944361686706543,0.9967734693877551,0.9938461538461538,0.9951100244498777,0.996734693877551,0.9959216965742251,0.07091251565107617,0.9833958281827847,0.9833904022077988,0.9908673469387754,1221,394,6,4,0.985,0.996734693877551,0.2550769230769231,0.3243683781581092,0.011734693877550995,0.011734693877551008,0.011734693877551019,0.2,0.48994974874371855,0.005160275706159179,0.9902200488997555,0.002978806907378395,0.9395806122448979,0.006543507692307692,0.996734693877551,0.985,1.0,1.0,1.0,1.0,1.0,0.006153846153846176,0.004078303425774865,0.003226530612244871,0.9998460354118553,0.9923033334869423,15.7,8535.4375,66.2,415375.58984375,4221.484375,1241.7373046875
18,standard,random_forest,50,entropy,20,None,42,0.0937039852142334,0.9967744897959183,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.07156916894964971,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9382173469387756,0.006444307692307693,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.003225510204081683,0.9998460354118553,0.9941509089388516,16.8,8612.859375,66.7,415375.59765625,4221.4853515625,1241.73828125
19,standard,random_forest,50,log_loss,3,balanced_subsample,42,0.07837200164794922,0.9948479591836734,0.9846153846153847,0.9942339373970346,0.9853061224489796,0.989749897498975,0.11847228837668217,0.9590829068245872,0.9589262694942244,0.9839030612244899,1207,393,7,18,0.9825,0.9853061224489796,0.24707692307692308,0.3385502471169687,0.0028061224489795977,0.0028061224489796394,0.0028061224489795943,0.44,0.45620437956204385,0.038029557834990735,0.9884678747940692,0.0007123233908947757,0.797777094643529,0.02332620985864589,0.9853061224489796,0.9825,0.9873768472906403,0.99160008195042,0.9974774511422251,0.9950657894736842,0.9881584320130665,0.002761462675255677,0.001850184451445025,0.0026294919585516663,0.9889145496535797,0.9867614605147951,14.5,8611.8125,66.6,415375.59765625,4221.4853515625,1241.73828125
20,standard,random_forest,50,log_loss,3,balanced,42,0.06615400314331055,0.99495,0.9821538461538462,0.9942148760330578,0.9820408163265306,0.9880903490759754,0.11720344429710919,0.9528003693817028,0.952512910945963,0.9822704081632654,1203,393,7,22,0.9825,0.9820408163265306,0.24461538461538457,0.34297520661157027,0.000459183673469421,0.00045918367346946265,0.0004591836734693863,0.5172413793103449,0.44698795180722894,0.04722692422582886,0.9884297520661156,0.0001165620094192299,0.8007635372694712,0.02317003248312821,0.9820408163265306,0.9825,0.9873768472906403,0.99160008195042,0.9974672301176799,0.9950657894736842,0.9881584320130665,0.005223001136794192,0.003509732874444671,0.002517230117679903,0.9893764434180139,0.9870695319873768,16.2,8615.578125,66.6,415375.59765625,4221.4853515625,1241.73828125
21,standard,random_forest,50,log_loss,3,None,42,0.0652470588684082,0.9948438775510204,0.9876923076923076,0.9862792574656981,0.9975510204081632,0.9918831168831169,0.10298420400595659,0.9667079884461516,0.9664412205069957,0.9775255102040816,1222,383,17,3,0.9575,0.9975510204081632,0.2624615384615384,0.31154156577885395,0.04005102040816322,0.04005102040816324,0.04005102040816327,0.7,0.49222797927461137,0.00594872180891326,0.9725585149313962,0.01016679748822602,0.7726182090611936,0.020585915563400184,0.9975510204081632,0.9575,0.9870689655172413,0.9914738124238733,0.9972536107046834,0.9858700040371418,0.9971416904859126,-0.0006233421750663215,-0.0004093044592435868,0.0024097331536629962,0.9878367975365666,0.9836818836337528,0.0,8529.5625,66.2,415375.64453125,4221.486328125,1241.73828125
22,standard,random_forest,50,log_loss,10,balanced_subsample,42,0.11790084838867188,0.9967826530612245,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.06971136403249405,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.940123783363199,0.005956596117774352,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.0032173469387755116,0.9996920708237106,0.9923036179481359,22.6,8521.359375,66.1,415375.64453125,4221.4970703125,1241.740234375
23,standard,random_forest,50,log_loss,10,balanced,42,0.10201430320739746,0.9967387755102041,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.07077020539253581,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9400935488299781,0.006440447993131513,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.003261224489795933,0.9998460354118553,0.9923033334869423,14.3,8702.3125,67.1,415375.6484375,4221.7392578125,1241.7578125
