workflowId,normalization,classifier,n_estimators,criterion,max_depth,fairness_method,random_state,training_time_seconds,test_AUC_ROC,test_Accuracy,test_Precision,test_Recall,test_F1_Score,test_Log_Loss,test_Matthews_Corrcoef,test_Cohen_Kappa,test_Balanced_Accuracy,test_True_Positives,test_True_Negatives,test_False_Positives,test_False_Negatives,test_Specificity,test_Sensitivity,test_Statistical_Parity,test_Disparate_Impact,test_Equal_Opportunity,test_Equalized_Odds,test_Predictive_Equality,test_Treatment_Equality,test_Equal_Negative_Predictive_Value,test_Conditional_Statistical_Parity,test_Conditional_Use_Accuracy_Equality,test_Overall_Accuracy_Equality,test_Test_Fairness,test_Well_Calibration,test_Balance_for_Positive_Class,test_Balance_for_Negative_Class,train_Accuracy,train_F1_Score,train_AUC_ROC,train_Precision,train_Recall,overfitting_Accuracy_diff,overfitting_F1_diff,overfitting_AUC_diff,learning_curve_train_score,learning_curve_test_score,system/cpu_utilization_percentage,system/system_memory_usage_megabytes,system/system_memory_usage_percentage,system/disk_usage_megabytes,system/network_receive_megabytes,system/network_transmit_megabytes
61,standard,random_forest,200,gini,20,balanced_subsample,42,0.5258886814117432,0.9972122448979591,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.0543095224249232,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.931741581632653,0.006675876923076924,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0027877551020408786,1.0,0.9926116894207175,16.1,8537.9375,66.1,415375.75,4225.2666015625,1242.0830078125
62,standard,random_forest,200,gini,20,balanced,42,0.37945985794067383,0.9972510204081633,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.05422999117809655,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9319201530612244,0.006669876923076924,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.002748979591836731,1.0,0.9932269789823002,10.7,8579.671875,66.3,415375.75,4225.2685546875,1242.08984375
63,standard,random_forest,200,gini,20,None,42,0.3975710868835449,0.9974836734693877,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05397440231456095,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9340061224489796,0.006554569230769232,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0025163265306122895,1.0,0.9932272634434938,16.5,8436.8125,65.5,415375.83203125,4225.2958984375,1242.1005859375
64,standard,random_forest,200,entropy,3,balanced_subsample,42,0.2915019989013672,0.9952010204081633,0.9846153846153847,0.995049504950495,0.9844897959183674,0.9897414854329093,0.11826637750667772,0.9592127584665684,0.9589946756163416,0.9847448979591837,1206,394,6,19,0.985,0.9844897959183674,0.24584615384615383,0.3407590759075908,0.0005102040816326037,0.0005102040816326175,0.000510204081632654,0.52,0.45399515738498786,0.04105434756550719,0.9900990099009901,0.0001295133437990703,0.795459765735714,0.022463634417606623,0.9844897959183674,0.985,0.9889162561576355,0.9926410466067048,0.9975694403631324,0.9938600081866558,0.9914250714577378,0.004300871542250784,0.0028995611737955285,0.00236841995496917,0.9886066204772902,0.9858386684030179,11.4,8537.453125,66.0,415375.85546875,4225.302734375,1242.1015625
65,standard,random_forest,200,entropy,3,balanced,42,0.22600293159484863,0.9952214285714285,0.984,0.9950454170107349,0.9836734693877551,0.9893267651888341,0.11805038646826292,0.957642039865099,0.9573899450355504,0.9843367346938776,1205,394,6,20,0.985,0.9836734693877551,0.24523076923076925,0.3418662262592898,0.0013265306122448584,0.0013265306122448722,0.0013265306122449,0.5384615384615384,0.45169082125603865,0.043354595754696246,0.9900908340214698,0.0003367346938776272,0.795899628667771,0.022432009968260863,0.9836734693877551,0.985,0.9892241379310345,0.9928439991821714,0.9975668851069962,0.9942669942669943,0.9914250714577378,0.005224137931034489,0.0035172339933372543,0.002345456535567725,0.9889145496535797,0.9861464554144059,10.0,8437.703125,65.5,415375.81640625,4225.310546875,1242.11328125
66,standard,random_forest,200,entropy,3,None,42,0.22552108764648438,0.9950765306122449,0.9883076923076923,0.9870759289176091,0.9975510204081632,0.9922858302882663,0.10146975220203834,0.9683763146774074,0.9681462949111449,0.9787755102040816,1222,384,16,3,0.96,0.9975510204081632,0.26184615384615384,0.3126009693053312,0.03755102040816327,0.037551020408163306,0.037551020408163265,0.6842105263157895,0.49224806201550386,0.005172133097894771,0.9741518578352182,0.009532182103610731,0.7755011323424725,0.020192230838841984,0.9975510204081632,0.96,0.9876847290640394,0.991876523151909,0.9970297702671418,0.9866666666666667,0.9971416904859126,-0.0006229632436529631,-0.00040930713635733973,0.00195323965489691,0.9896843725943034,0.9852219565354675,14.9,8508.328125,65.9,415375.8359375,4225.31640625,1242.1162109375
67,standard,random_forest,200,entropy,10,balanced_subsample,42,0.4047219753265381,0.9962183673469388,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.07038611764512256,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9390092248749996,0.0059428995886811045,0.9975510204081632,0.9875,1.0,1.0,0.9999999999999999,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.0037816326530610844,1.0,0.9926116894207175,16.1,8395.375,65.3,415375.84375,4225.3173828125,1242.1162109375
68,standard,random_forest,200,entropy,10,balanced,42,0.34261369705200195,0.9970938775510203,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.0515567470754749,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9389035535790263,0.005993774895152521,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0029061224489796977,1.0,0.9929197608932991,13.9,8447.484375,65.5,415375.859375,4226.1728515625,1242.13671875
69,standard,random_forest,200,entropy,10,None,42,0.34741663932800293,0.995954081632653,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05670246496074165,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9377963785289513,0.0061549846402514045,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.004045918367347023,1.0,0.9926114049595239,14.3,8401.03125,65.3,415375.80859375,4226.1982421875,1242.142578125
70,standard,random_forest,200,entropy,20,balanced_subsample,42,0.40378499031066895,0.9963387755102041,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.0704579679170671,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9390938775510206,0.005981507692307693,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.003661224489795889,1.0,0.9926114049595239,10.2,8373.1875,65.1,415375.94140625,4226.216796875,1242.1474609375
71,standard,random_forest,200,entropy,20,balanced,42,0.3465709686279297,0.9972928571428571,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05152423607709395,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9388089285714286,0.0060180153846153845,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.002707142857142908,1.0,0.9929197608932991,11.0,8425.21875,65.4,415375.94921875,4226.216796875,1242.1474609375
72,standard,random_forest,200,entropy,20,None,42,0.339951753616333,0.9972612244897959,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05247241122502309,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9384147959183673,0.00613796923076923,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0027387755102040723,1.0,0.9932269789823002,14.9,8399.765625,65.3,415375.95703125,4226.224609375,1242.1484375
73,standard,random_forest,200,log_loss,3,balanced_subsample,42,0.2917172908782959,0.9952010204081633,0.9846153846153847,0.995049504950495,0.9844897959183674,0.9897414854329093,0.11826637750667772,0.9592127584665684,0.9589946756163416,0.9847448979591837,1206,394,6,19,0.985,0.9844897959183674,0.24584615384615383,0.3407590759075908,0.0005102040816326037,0.0005102040816326175,0.000510204081632654,0.52,0.45399515738498786,0.04105434756550719,0.9900990099009901,0.0001295133437990703,0.795459765735714,0.022463634417606623,0.9844897959183674,0.985,0.9889162561576355,0.9926410466067048,0.9975694403631324,0.9938600081866558,0.9914250714577378,0.004300871542250784,0.0028995611737955285,0.00236841995496917,0.9886066204772902,0.9858386684030179,13.0,8619.09375,66.4,415376.10546875,4226.595703125,1242.1796875
74,standard,random_forest,200,log_loss,3,balanced,42,0.22816801071166992,0.9952214285714285,0.984,0.9950454170107349,0.9836734693877551,0.9893267651888341,0.11805038646826292,0.957642039865099,0.9573899450355504,0.9843367346938776,1205,394,6,20,0.985,0.9836734693877551,0.24523076923076925,0.3418662262592898,0.0013265306122448584,0.0013265306122448722,0.0013265306122449,0.5384615384615384,0.45169082125603865,0.043354595754696246,0.9900908340214698,0.0003367346938776272,0.795899628667771,0.022432009968260863,0.9836734693877551,0.985,0.9892241379310345,0.9928439991821714,0.9975668851069962,0.9942669942669943,0.9914250714577378,0.005224137931034489,0.0035172339933372543,0.002345456535567725,0.9889145496535797,0.9861464554144059,17.2,8524.125,65.9,415376.109375,4226.595703125,1242.1796875
75,standard,random_forest,200,log_loss,3,None,42,0.2248079776763916,0.9950765306122449,0.9883076923076923,0.9870759289176091,0.9975510204081632,0.9922858302882663,0.10146975220203834,0.9683763146774074,0.9681462949111449,0.9787755102040816,1222,384,16,3,0.96,0.9975510204081632,0.26184615384615384,0.3126009693053312,0.03755102040816327,0.037551020408163306,0.037551020408163265,0.6842105263157895,0.49224806201550386,0.005172133097894771,0.9741518578352182,0.009532182103610731,0.7755011323424725,0.020192230838841984,0.9975510204081632,0.96,0.9876847290640394,0.991876523151909,0.9970297702671418,0.9866666666666667,0.9971416904859126,-0.0006229632436529631,-0.00040930713635733973,0.00195323965489691,0.9896843725943034,0.9852219565354675,0.0,8626.734375,66.5,415376.0,4226.595703125,1242.1796875
76,standard,random_forest,200,log_loss,10,balanced_subsample,42,0.6228020191192627,0.9962183673469388,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.07038611764512256,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9390092248749996,0.0059428995886811045,0.9975510204081632,0.9875,1.0,1.0,0.9999999999999999,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.0037816326530610844,1.0,0.9926116894207175,17.2,8553.171875,67.3,415376.08984375,4226.638671875,1242.197265625
77,standard,random_forest,200,log_loss,10,balanced,42,0.4429819583892822,0.9970938775510203,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.0515567470754749,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9389035535790263,0.005993774895152521,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0029061224489796977,1.0,0.9929197608932991,29.8,8651.65625,67.9,415376.3203125,4226.69921875,1242.248046875
78,standard,random_forest,200,log_loss,10,None,42,0.38420987129211426,0.995954081632653,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05670246496074165,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9377963785289513,0.0061549846402514045,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.004045918367347023,1.0,0.9926114049595239,31.3,8682.96875,68.0,415376.12109375,4227.31640625,1242.2919921875
79,standard,random_forest,200,log_loss,20,balanced_subsample,42,0.4889528751373291,0.9963387755102041,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.0704579679170671,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9390938775510206,0.005981507692307693,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.003661224489795889,1.0,0.9926114049595239,30.3,8612.5625,67.6,415376.23046875,4227.353515625,1242.3203125
80,standard,random_forest,200,log_loss,20,balanced,42,0.38311004638671875,0.9972928571428571,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05152423607709395,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9388089285714286,0.0060180153846153845,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.002707142857142908,1.0,0.9929197608932991,23.6,8694.375,68.0,415377.3125,4227.3896484375,1242.34375
81,standard,random_forest,200,log_loss,20,None,42,0.3550260066986084,0.9972612244897959,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.05247241122502309,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9384147959183673,0.00613796923076923,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0027387755102040723,1.0,0.9932269789823002,30.4,8688.4375,68.0,415377.3515625,4227.416015625,1242.35546875
82,minmax,random_forest,50,gini,3,balanced_subsample,42,0.08803606033325195,0.9948275510204082,0.9864615384615385,0.9950617283950617,0.986938775510204,0.990983606557377,0.11683733510451635,0.9639552685600472,0.9638249430812041,0.985969387755102,1209,394,6,16,0.985,0.986938775510204,0.24769230769230766,0.3374485596707819,0.0019387755102040494,0.0019387755102040632,0.0019387755102040806,0.45454545454545453,0.4609756097560975,0.03408611863896416,0.9901234567901234,0.0004921507064364894,0.8012327140267527,0.022407203684675237,0.986938775510204,0.985,0.9889162561576355,0.9926350245499181,0.9976414985861768,0.994669946699467,0.99060841159657,0.002454717696096953,0.0016514179925410932,0.002813947565768582,0.988760585065435,0.9873773189987648,44.1,8499.265625,66.9,415377.21875,4227.8046875,1242.36328125
83,minmax,random_forest,50,gini,3,balanced,42,0.06196093559265137,0.994854081632653,0.9864615384615385,0.9950617283950617,0.986938775510204,0.990983606557377,0.11615919541149092,0.9639552685600472,0.9638249430812041,0.985969387755102,1209,394,6,16,0.985,0.986938775510204,0.24769230769230766,0.3374485596707819,0.0019387755102040494,0.0019387755102040632,0.0019387755102040806,0.45454545454545453,0.4609756097560975,0.03408611863896416,0.9901234567901234,0.0004921507064364894,0.8017621485317136,0.022105042049686666,0.986938775510204,0.985,0.9895320197044335,0.9930470347648261,0.9976517196107221,0.9946743138058173,0.9914250714577378,0.0030704812428949957,0.0020634282074490917,0.0027976379780690896,0.9889145496535797,0.9870692475261832,0.0,8507.21875,67.0,415377.17578125,4227.8046875,1242.36328125
84,minmax,random_forest,50,gini,3,None,42,0.06240367889404297,0.995841836734694,0.9901538461538462,0.9886822958771221,0.9983673469387755,0.9935012185215272,0.09965365060190678,0.9733953098704482,0.9731986393155345,0.9816836734693877,1223,386,14,2,0.965,0.9983673469387755,0.26123076923076927,0.3136620856911883,0.03336734693877552,0.03336734693877555,0.033367346938775515,0.75,0.4948453608247423,0.0061630649476202,0.9773645917542442,0.008470172684458488,0.7786278242458172,0.01924435091965181,0.9983673469387755,0.965,0.9883004926108374,0.9922764227642277,0.9975145023562018,0.9878591663294213,0.9967333605553287,-0.001853353543008751,-0.0012247957572995016,0.0016726656215078073,0.9875288683602771,0.9846052446679172,25.9,8474.71875,66.8,415377.203125,4227.8076171875,1242.3837890625
85,minmax,random_forest,50,gini,10,balanced_subsample,42,0.12005305290222168,0.997615306122449,0.9944615384615385,0.9943089430894309,0.9983673469387755,0.9963340122199593,0.05320923749954122,0.9850475917939714,0.9850134494684257,0.9904336734693877,1223,393,7,2,0.9825,0.9983673469387755,0.2569230769230769,0.32113821138211385,0.01586734693877545,0.015867346938775492,0.015867346938775513,0.5555555555555556,0.49493670886075947,0.0006277657713286144,0.9886178861788617,0.004027864992150798,0.9359126943600748,0.00681765473636405,0.9983673469387755,0.9825,0.999384236453202,0.9995918367346939,1.0,0.9991840065279478,1.0,0.0049226979916634495,0.003257824514734553,0.002384693877551025,0.9996920708237106,0.9913802569139715,22.9,8506.46875,67.0,415377.203125,4227.8095703125,1242.384765625
86,minmax,random_forest,50,gini,10,balanced,42,0.10350799560546875,0.9957908163265305,0.9950769230769231,0.9951179820992677,0.9983673469387755,0.9967400162999185,0.07279002420095292,0.986711724971285,0.9866898740657315,0.9916836734693877,1223,394,6,2,0.985,0.9983673469387755,0.25630769230769235,0.32221318144833194,0.013367346938775504,0.013367346938775518,0.01336734693877551,0.5,0.4949494949494949,0.00016848714977280022,0.9902359641985354,0.003393249607535398,0.9362723125841016,0.00669262250867904,0.9983673469387755,0.985,0.999384236453202,0.9995918367346939,0.9999999999999999,0.9991840065279478,1.0,0.004307313376278876,0.0028518204347753873,0.004209183673469341,0.9996920708237106,0.9919952620143607,33.3,8506.46875,67.0,415377.23046875,4227.8095703125,1242.384765625
87,minmax,random_forest,50,gini,10,None,42,0.10789871215820312,0.9969561224489797,0.9950769230769231,0.9951179820992677,0.9983673469387755,0.9967400162999185,0.03883817263655379,0.986711724971285,0.9866898740657315,0.9916836734693877,1223,394,6,2,0.985,0.9983673469387755,0.25630769230769235,0.32221318144833194,0.013367346938775504,0.013367346938775518,0.01336734693877551,0.5,0.4949494949494949,0.00016848714977280022,0.9902359641985354,0.003393249607535398,0.9330029356846192,0.006856017030429489,0.9983673469387755,0.985,0.9990763546798029,0.9993878800244848,1.0,0.9987765089722676,1.0,0.003999431602879855,0.0026478637245662684,0.003043877551020313,0.9993841416474211,0.9932269789823004,26.5,8532.65625,67.1,415377.234375,4227.8095703125,1242.384765625
88,minmax,random_forest,50,gini,20,balanced_subsample,42,0.11824893951416016,0.9977397959183674,0.9938461538461538,0.9943043124491456,0.9975510204081632,0.9959250203748982,0.0535715902621786,0.9833841197973131,0.9833623425821645,0.9900255102040816,1222,393,7,3,0.9825,0.9975510204081632,0.25630769230769235,0.32221318144833194,0.015051020408163196,0.015051020408163238,0.015051020408163267,0.4,0.49242424242424243,0.001880070024903202,0.9886086248982913,0.003820643642072241,0.9337836734693878,0.007088984615384616,0.9975510204081632,0.9825,1.0,1.0,1.0,1.0,1.0,0.006153846153846176,0.004074979625101838,0.002260204081632633,0.9998460354118553,0.9913805413751651,22.2,8409.6875,66.5,415377.2421875,4227.814453125,1242.3876953125
89,minmax,random_forest,50,gini,20,balanced,42,0.10789084434509277,0.9965979591836734,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.07369622800093067,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9339816326530612,0.006821907692307693,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.003402040816326557,0.9996920708237106,0.9929189075097186,46.4,8488.015625,66.9,415377.34765625,4227.8154296875,1242.3896484375
90,minmax,random_forest,50,gini,20,None,42,0.11157703399658203,0.9966663265306123,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.07400375225370004,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9332377551020407,0.007049846153846154,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0033336734693877323,1.0,0.9938425530050766,25.0,8448.9375,66.7,415377.25390625,4227.8349609375,1242.400390625
91,minmax,random_forest,50,entropy,3,balanced_subsample,42,0.08252120018005371,0.9948704081632652,0.9846153846153847,0.9942339373970346,0.9853061224489796,0.989749897498975,0.11842348144114284,0.9590829068245872,0.9589262694942244,0.9839030612244899,1207,393,7,18,0.9825,0.9853061224489796,0.24707692307692308,0.3385502471169687,0.0028061224489795977,0.0028061224489796394,0.0028061224489795943,0.44,0.45620437956204385,0.038029557834990735,0.9884678747940692,0.0007123233908947757,0.7976786414624426,0.023307528016780522,0.9853061224489796,0.9825,0.9873768472906403,0.99160008195042,0.9974769400909979,0.9950657894736842,0.9881584320130665,0.002761462675255677,0.001850184451445025,0.002606531927732636,0.9889145496535797,0.9864533890422135,0.0,8639.234375,67.7,415377.26171875,4227.8349609375,1242.400390625
92,minmax,random_forest,50,entropy,3,balanced,42,0.0631260871887207,0.9949724489795919,0.9821538461538462,0.9942148760330578,0.9820408163265306,0.9880903490759754,0.117155068551811,0.9528003693817028,0.952512910945963,0.9822704081632654,1203,393,7,22,0.9825,0.9820408163265306,0.24461538461538457,0.34297520661157027,0.000459183673469421,0.00045918367346946265,0.0004591836734693863,0.5172413793103449,0.44698795180722894,0.04722692422582886,0.9884297520661156,0.0001165620094192299,0.8006652174419737,0.023151651367399714,0.9820408163265306,0.9825,0.9873768472906403,0.99160008195042,0.9974687632713616,0.9950657894736842,0.9881584320130665,0.005223001136794192,0.003509732874444671,0.0024963142917696635,0.9893764434180139,0.9867614605147951,0.0,8660.5625,67.9,415377.265625,4227.8359375,1242.400390625
93,minmax,random_forest,50,entropy,3,None,42,0.06319284439086914,0.994845918367347,0.9876923076923076,0.9862792574656981,0.9975510204081632,0.9918831168831169,0.10299926287460169,0.9667079884461516,0.9664412205069957,0.9775255102040816,1222,383,17,3,0.9575,0.9975510204081632,0.2624615384615384,0.31154156577885395,0.04005102040816322,0.04005102040816324,0.04005102040816327,0.7,0.49222797927461137,0.00594872180891326,0.9725585149313962,0.01016679748822602,0.7725252740963335,0.020601059257574994,0.9975510204081632,0.9575,0.9867610837438424,0.991272579663081,0.9972536107046834,0.9854721549636803,0.9971416904859126,-0.0009312239484652318,-0.0006105372200359005,0.002407692337336398,0.9878367975365666,0.9836818836337528,64.4,8359.125,66.3,415377.26953125,4227.8359375,1242.400390625
94,minmax,random_forest,50,entropy,10,balanced_subsample,42,0.10219097137451172,0.9967877551020408,0.9950769230769231,0.9959250203748982,0.9975510204081632,0.9967373572593801,0.06969666015668242,0.9867177660703162,0.986712321766239,0.9925255102040816,1222,395,5,3,0.9875,0.9975510204081632,0.2550769230769231,0.3243683781581092,0.010051020408163192,0.010051020408163237,0.010051020408163266,0.25,0.49246231155778897,0.0034627088171091946,0.9918500407497963,0.002551412872841441,0.9399233679669148,0.005963441852577202,0.9975510204081632,0.9875,1.0,1.0,1.0,1.0,1.0,0.004923076923076919,0.0032626427406199365,0.0032122448979592377,0.9996920708237106,0.9926114049595239,0.0,8366.5,66.4,415377.328125,4227.8359375,1242.400390625
95,minmax,random_forest,50,entropy,10,balanced,42,0.09212589263916016,0.9967408163265306,0.9944615384615385,0.995114006514658,0.9975510204081632,0.9963310232368529,0.07066594551801343,0.9850509954968912,0.9850387458121276,0.9912755102040816,1222,394,6,3,0.985,0.9975510204081632,0.25569230769230766,0.3232899022801303,0.01255102040816325,0.012551020408163263,0.012551020408163265,0.3333333333333333,0.4924433249370277,0.002670681577630285,0.990228013029316,0.003186028257456952,0.9399246988424259,0.006420566751624027,0.9975510204081632,0.985,1.0,1.0,1.0,1.0,1.0,0.005538461538461492,0.003668976763147147,0.0032591836734694457,0.9998460354118553,0.9919955464755542,42.3,8353.3125,66.3,415377.3203125,4227.8359375,1242.400390625
96,minmax,random_forest,50,entropy,10,None,42,0.0920259952545166,0.9970275510204081,0.9938461538461538,0.9951100244498777,0.996734693877551,0.9959216965742251,0.05634844644262629,0.9833958281827847,0.9833904022077988,0.9908673469387754,1221,394,6,4,0.985,0.996734693877551,0.2550769230769231,0.3243683781581092,0.011734693877550995,0.011734693877551008,0.011734693877551019,0.2,0.48994974874371855,0.005160275706159179,0.9902200488997555,0.002978806907378395,0.9369202696067118,0.006564505547999315,0.996734693877551,0.985,1.0,1.0,1.0,1.0,1.0,0.006153846153846176,0.004078303425774865,0.002972448979591924,0.9996920708237106,0.9938431219274634,11.5,8357.28125,66.3,415377.3203125,4227.8359375,1242.4013671875
