cluster_id,rule_number,rule,precision,recall,f1_score,n_workflows_in_cluster,cluster_size,combined_score
0,1,"max_depth <= 6.5 and fairness_method IN {'balanced', 'balanced_subsample'}",1.0,1.0,1.0,54,54,1.0
0,2,criterion = 'log_loss' and max_depth <= 6.5 and n_estimators > 75.0,1.0,0.2222222222222222,0.3636363636363636,12,54,0.08080808080808079
0,3,"normalization IN {'minmax', 'robust'} and normalization IN {'robust', 'standard'} and criterion IN {'gini', 'log_loss'} and max_depth <= 6.5",1.0,0.2222222222222222,0.3636363636363636,12,54,0.08080808080808079
1,1,max_depth > 6.5,1.0,1.0,1.0,162,162,1.0
1,2,"normalization IN {'minmax', 'robust'} and criterion IN {'gini', 'log_loss'} and n_estimators <= 150.0 and fairness_method IN {'balanced_subsample', None}",0.6,0.19753086419753085,0.29721362229102166,32,162,0.058708863662424025
1,3,"normalization IN {'robust', 'standard'} and criterion IN {'gini', 'log_loss'} and fairness_method = None",0.8888888888888888,0.14814814814814814,0.25396825396825395,24,162,0.037624926513815396
2,1,max_depth <= 6.5 and fairness_method = None,1.0,1.0,1.0,27,27,1.0
2,2,"normalization IN {'robust', 'standard'} and criterion IN {'entropy', 'gini'} and n_estimators <= 150.0 and fairness_method = None",1.0,0.2962962962962963,0.45714285714285713,8,27,0.13544973544973543
2,3,"normalization IN {'minmax', 'robust'} and criterion IN {'entropy', 'gini'} and n_estimators > 75.0 and fairness_method = None",0.8,0.2962962962962963,0.43243243243243246,8,27,0.12812812812812813
