workflowId,criterion,fairness method,max depth,model type,n estimators,normalization,random state,splitter,AUC-ROC,Accuracy,Balance for Negative Class,Balance for Positive Class,Cohen Kappa,Conditional Statistical Parity,Conditional Use Accuracy Equality,Disparate Impact,Equal Negative Predictive Value,Equal Opportunity,Equalized Odds,F1 Score,Log Loss,Matthews Corrcoef,Overall Accuracy Equality,Precision,Predictive Equality,Recall,Test Fairness,Treatment Equality,Well Calibration,learning_curve_train_score,system_cpu_utilization_percentage,system_network_receive_megabytes,system_network_transmit_megabytes,system_system_memory_usage_megabytes,system_system_memory_usage_percentage,cluster
0a29d4d9a39e48969ad6995ff259798f,entropy,disparate_impact_remover,20,random_forest,50,minmax,17,basic,0.9176444148961074,0.863593603010348,0.8135107839638159,0.1318017472275595,0.6210077772887432,0.3640275778468066,0.8600978277049985,0.3640275778468066,0.4093232763105497,0.9442503417894575,0.8600978277049985,0.7094188376753507,0.3087533889104121,0.6242595607139598,0.3995314632495847,0.7695652173913043,0.3033336486752003,0.6579925650557621,0.3170731707317072,0.3410576232817061,0.3919920559560764,0.962058823529412,26.7,5.183266999999432,5.182471000000078,13939.3,13.8,1
58b7f7235c694094a804e9b96dc01708,gini,disparate_impact_remover,20,random_forest,50,minmax,17,basic,0.918903860739936,0.863593603010348,0.96083000376676,0.1499895662966433,0.6210077772887432,0.3259701492537313,0.8464687410401074,0.3259701492537313,0.4157382049899351,0.9306212551245664,0.8464687410401074,0.7094188376753507,0.308686296162965,0.6242595607139598,0.4053532074283644,0.7695652173913043,0.3033336486752003,0.6579925650557621,0.2367021276595744,0.2665861802233588,0.3834480557161935,0.9667058823529412,27.4,5.179629999999634,5.178869999999733,13957.5,13.8,1
5e3ed54b785d45109c8adbcb00c69bfd,entropy,disparate_impact_remover,10,random_forest,50,minmax,17,basic,0.9159893438708528,0.8626528692380057,0.9306011064066309,0.1662756321176186,0.6014145855377377,0.3304180850135288,0.8497434233235743,0.3304180850135288,0.4110887526081298,0.9073687869308308,0.8497434233235743,0.6866952789699571,0.3267976282908447,0.6133808716798832,0.4086198466947511,0.8121827411167513,0.3278679879062826,0.5947955390334573,0.3815789473684211,0.2873501030108389,0.3969236116320421,0.882,15.8,5.182308999999805,5.1815489999999045,13887.8,13.7,1
daa42843a80b4e9b924a39f2aa9b0a80,gini,disparate_impact_remover,10,random_forest,50,minmax,17,basic,0.9122344161134156,0.8579492003762935,0.9206329780036386,0.1070540621441976,0.5860901451016898,0.3067954345917472,0.8223186205799249,0.3067954345917472,0.4098260702642146,0.8873489694385217,0.8223186205799249,0.673866090712743,0.3298211524014569,0.598882639561778,0.4052372320697944,0.8041237113402062,0.2064353997928446,0.5799256505576208,0.2857142857142858,0.1776071963856501,0.425689441133487,0.8857647058823529,27.4,5.1797599999999875,5.1789639999997235,13965.1,13.8,1
2790b6ccc8aa4d9da0130dca9c562cb5,entropy,disparate_impact_remover,5,random_forest,50,minmax,17,basic,0.8944383058814717,0.8306679209783632,0.6437224669603524,0.0,0.4669036726642557,0.0980361351139041,0.2503643506637518,0.0980361351139041,0.4133630874245209,0.3002645502645502,0.2503643506637518,0.5588235294117647,0.3836233839593448,0.5059033981458041,0.4135885568729481,0.8201438848920863,0.0,0.4237918215613382,0.4226890756302521,0.0,0.4582215369962392,0.8363529411764705,27.3,5.186813999999686,5.185967999999775,13972.1,13.8,3
688ea4636afd4b4eb90c5fba39b3a987,gini,disparate_impact_remover,5,random_forest,50,minmax,17,basic,0.8955619750358169,0.8297271872060207,0.6649082696704399,0.0,0.4662840467465748,0.1126810392482034,0.2964164264064464,0.1126810392482034,0.4117591885579039,0.3503086419753086,0.2964164264064464,0.559610705596107,0.3809350817245889,0.5028770751276778,0.410798250513223,0.8098591549295775,0.0,0.4275092936802974,0.3514957264957264,0.0,0.4568457568411109,0.8383529411764705,27.6,8.462760000000344,8.476201000000401,13950.9,13.8,3
ed55ad4d8a24409e8a896a2c449b3f9e,entropy,disparate_impact_remover,30,random_forest,20,minmax,17,basic,0.9084069180564268,0.8476011288805269,0.8766967761741767,0.1429915122998642,0.5792896545995574,0.3425630468347915,0.886084516327661,0.3425630468347915,0.407592828798186,0.986784140969163,0.886084516327661,0.6785714285714286,0.4359132515028581,0.5815611326017227,0.3939253392255747,0.7276595744680852,0.3149014573111189,0.6356877323420075,0.5162337662337662,0.3223925051942909,0.3863301616159589,0.9845882352941177,27.4,5.181982000000062,5.181185999999798,13958.3,13.8,1
d75b75ba42344e74839a4150178a10ad,gini,disparate_impact_remover,30,random_forest,20,minmax,17,basic,0.9143483187100278,0.8551269990592663,0.981097349220478,0.1493963404549623,0.6051301100894417,0.3264802746829234,0.8510858799795082,0.3264802746829234,0.4145671910007469,0.953781512605042,0.8510858799795082,0.7003891050583657,0.4017133681918879,0.6062791721351651,0.3993031595562992,0.7346938775510204,0.3096530996892669,0.6691449814126395,0.3461538461538461,0.2826437103771635,0.3615297685048818,0.985235294117647,28.6,12.541668999999274,14.53548200000023,13985.0,13.8,1
7e99672c8d1a439e9265d3ceb9c74772,entropy,disparate_impact_remover,20,random_forest,20,minmax,17,basic,0.9109890161340164,0.8579492003762935,0.7284306558351062,0.1452510479895083,0.6073527936848853,0.382209555238881,0.8117169518970508,0.382209555238881,0.4059425136929863,0.9004405286343612,0.8117169518970508,0.6998011928429424,0.3485654895218077,0.6098838773170501,0.3955361486170888,0.7521367521367521,0.3505506788935097,0.654275092936803,0.3490196078431373,0.4378022795872689,0.3945064524474538,0.9544705882352942,27.1,5.174889999999323,5.174146000000292,13974.0,13.8,1
7434e43f2b934491a1b600c7036d2790,gini,disparate_impact_remover,20,random_forest,20,minmax,17,basic,0.9156662889889788,0.863593603010348,0.9630472317653564,0.143477877987959,0.6210077772887432,0.3385284632115803,0.8887046287726837,0.3385284632115803,0.4135918110839782,0.9728571428571428,0.8887046287726837,0.7094188376753507,0.3427703698215025,0.6242595607139598,0.4034003438747231,0.7695652173913043,0.3033336486752003,0.6579925650557621,0.3106060606060606,0.2881001526624369,0.3644886799616322,0.9618235294117646,26.8,5.183069000000614,5.182308999999805,13977.0,13.8,1
