iteration,selected_feature,selected_shap_importance,removed_feature,relationship_measure
1,rmse_diff_train_test,0.0076071658125969055,rmse_diff_train_test,0.0
2,feature_importance_std,0.008107975663882355,feature_importance_max,0.9492403100775194
2,feature_importance_std,0.008107975663882355,feature_importance_std,0.0
3,cv_mae_mean,0.012853621686913515,train_mae,0.9461859129476191
3,cv_mae_mean,0.012853621686913515,test_mae,0.9438435563550199
3,cv_mae_mean,0.012853621686913515,test_median_absolute_error,0.92462086918076
3,cv_mae_mean,0.012853621686913515,train_mse,0.8154408829718662
3,cv_mae_mean,0.012853621686913515,train_rmse,0.8154265751890871
3,cv_mae_mean,0.012853621686913515,test_rmse,0.7831928346567323
3,cv_mae_mean,0.012853621686913515,test_mse,0.7830742022064385
3,cv_mae_mean,0.012853621686913515,cv_rmse_mean,0.7765336741005271
3,cv_mae_mean,0.012853621686913515,cv_mse_mean,0.7765225477454943
3,cv_mae_mean,0.012853621686913515,cv_mae_mean,0.0
4,r2_diff_train_test,0.01054442873553581,r2_diff_train_test,0.0
5,train_r2,0.01125685706279522,cv_r2_mean,0.8681901336392669
5,train_r2,0.01125685706279522,test_r2,0.8486690129855153
5,train_r2,0.01125685706279522,test_explained_variance,0.8486624342324544
5,train_r2,0.01125685706279522,train_r2,0.0
6,sys_mem_used_gb_after,0.008550135889100053,sys_mem_peak_gb,0.996270446772621
6,sys_mem_used_gb_after,0.008550135889100053,sys_mem_used_gb_before,0.9460684937866571
6,sys_mem_used_gb_after,0.008550135889100053,sys_mem_percent_avg,0.8928083735496454
6,sys_mem_used_gb_after,0.008550135889100053,sys_mem_used_gb_after,0.0
7,training_time_seconds,0.030423752144444368,training_time_seconds,0.0
8,test_max_error,0.01719997919277275,test_max_error,0.0
9,test_mape,0.01460938648978824,test_mape,0.0
10,sys_mem_delta_gb,0.018348348786290304,sys_mem_delta_gb,0.0
