metric_1,metric_2,relationship_type,relationship_strength,is_tradeoff
test_mape,sys_mem_percent_avg,Kendall,-0.013122601243701416,0
test_median_absolute_error,sys_cpu_percent_avg,Kendall,-0.02464748409609296,0
sys_mem_used_gb_before,cv_rmse_mean,Kendall,-0.05141843971631206,0
sys_mem_used_gb_before,cv_mse_mean,Kendall,-0.05141843971631206,0
test_max_error,sys_mem_percent_avg,Kendall,-0.06561300621850708,0
training_time_seconds,sys_mem_peak_gb,Kendall,-0.07446808510638298,0
sys_mem_used_gb_before,train_rmse,Kendall,-0.07624113475177306,0
sys_mem_used_gb_before,train_mse,Kendall,-0.07624113475177306,0
test_r2,sys_cpu_percent_avg,Kendall,-0.0775964236120143,0
sys_mem_used_gb_before,feature_importance_max,Kendall,-0.0797872340425532,0
training_time_seconds,sys_mem_used_gb_after,Kendall,-0.0797872340425532,0
feature_importance_std,sys_mem_percent_avg,Kendall,-0.08019367426706421,0
training_time_seconds,sys_cpu_percent_avg,Kendall,-0.08895199779913834,0
test_mape,sys_mem_peak_gb,Kendall,-0.09042553191489362,0
test_mape,sys_mem_used_gb_after,Kendall,-0.09574468085106384,0
feature_importance_std,sys_mem_peak_gb,Kendall,-0.1099290780141844,0
feature_importance_std,sys_mem_used_gb_after,Kendall,-0.11170212765957448,0
rmse_diff_train_test,sys_mem_peak_gb,Kendall,-0.11524822695035462,0
rmse_diff_train_test,sys_mem_used_gb_after,Kendall,-0.1170212765957447,0
rmse_diff_train_test,sys_mem_percent_avg,Kendall,-0.11810341119331273,0
r2_diff_train_test,sys_cpu_percent_avg,Kendall,-0.12491131605836449,0
sys_mem_used_gb_before,test_mse,Kendall,-0.12943262411347517,0
sys_mem_used_gb_before,test_rmse,Kendall,-0.12943262411347517,0
sys_mem_delta_gb,sys_cpu_percent_avg,Kendall,-0.13004694773828596,0
test_max_error,sys_mem_peak_gb,Kendall,-0.14361702127659576,0
sys_mem_used_gb_before,cv_mae_mean,Kendall,-0.14539007092198583,0
sys_mem_used_gb_before,test_mae,Kendall,-0.1471631205673759,0
sys_mem_used_gb_before,train_mae,Kendall,-0.14893617021276595,0
test_max_error,sys_mem_used_gb_after,Kendall,-0.14893617021276595,0
