iteration,selected_feature,selected_shap_importance,removed_feature,relationship_measure
1,training_time_seconds,0.06328036478807084,training_time_seconds,0.0
2,test_mape,0.04741120620129637,test_rmse,0.7943369126597579
2,test_mape,0.04741120620129637,test_mse,0.7941858178723031
2,test_mape,0.04741120620129637,cv_rmse_mean,0.7931491475099346
2,test_mape,0.04741120620129637,cv_mse_mean,0.793090627754425
2,test_mape,0.04741120620129637,test_mape,0.0
3,test_r2,0.041387572243776385,test_explained_variance,0.9999922481521532
3,test_r2,0.041387572243776385,cv_r2_mean,0.9055363483824986
3,test_r2,0.041387572243776385,train_r2,0.8486690129855153
3,test_r2,0.041387572243776385,test_r2,0.0
4,test_max_error,0.04608432847459991,test_max_error,0.0
5,r2_diff_train_test,0.039897251182303466,r2_diff_train_test,0.0
6,feature_importance_std,0.03529920622353382,feature_importance_max,0.9492403100775194
6,feature_importance_std,0.03529920622353382,feature_importance_std,0.0
7,test_median_absolute_error,0.05145845282944496,test_mae,0.9659891568845996
7,test_median_absolute_error,0.05145845282944496,train_mae,0.9585984366463042
7,test_median_absolute_error,0.05145845282944496,cv_mae_mean,0.92462086918076
7,test_median_absolute_error,0.05145845282944496,train_mse,0.784256042710248
7,test_median_absolute_error,0.05145845282944496,train_rmse,0.7842238093987562
7,test_median_absolute_error,0.05145845282944496,test_median_absolute_error,0.0
8,rmse_diff_train_test,0.11114421793367375,rmse_diff_train_test,0.0
9,sys_mem_used_gb_before,0.054534199900622096,sys_mem_peak_gb,0.949813522338631
9,sys_mem_used_gb_before,0.054534199900622096,sys_mem_used_gb_after,0.9460684937866571
9,sys_mem_used_gb_before,0.054534199900622096,sys_mem_percent_avg,0.8807361914468304
9,sys_mem_used_gb_before,0.054534199900622096,sys_mem_used_gb_before,0.0
10,sys_mem_delta_gb,0.12112919963519679,sys_mem_delta_gb,0.0
