iteration,selected_feature,selected_shap_importance,removed_feature,relationship_measure
1,training_time_seconds,0.0182173046060276,training_time_seconds,0.0
2,sys_mem_peak_gb,0.011050665610415513,sys_mem_used_gb_after,0.996270446772621
2,sys_mem_peak_gb,0.011050665610415513,sys_mem_used_gb_before,0.949813522338631
2,sys_mem_peak_gb,0.011050665610415513,sys_mem_percent_avg,0.89284276723085
2,sys_mem_peak_gb,0.011050665610415513,sys_mem_peak_gb,0.0
3,feature_importance_std,0.015750614323728953,feature_importance_max,0.9492403100775194
3,feature_importance_std,0.015750614323728953,feature_importance_std,0.0
4,test_rmse,0.014867004626525309,test_mse,0.9998528165542327
4,test_rmse,0.014867004626525309,cv_rmse_mean,0.9050714844391198
4,test_rmse,0.014867004626525309,cv_mse_mean,0.9049913999170673
4,test_rmse,0.014867004626525309,train_rmse,0.8481228441181676
4,test_rmse,0.014867004626525309,train_mse,0.8480571516317891
4,test_rmse,0.014867004626525309,test_mape,0.7943369126597579
4,test_rmse,0.014867004626525309,cv_mae_mean,0.7831928346567323
4,test_rmse,0.014867004626525309,train_mae,0.778936442884313
4,test_rmse,0.014867004626525309,test_mae,0.776911753685244
4,test_rmse,0.014867004626525309,test_median_absolute_error,0.7588943341018811
4,test_rmse,0.014867004626525309,test_rmse,0.0
5,test_r2,0.022352327897182347,test_explained_variance,0.9999922481521532
5,test_r2,0.022352327897182347,cv_r2_mean,0.9055363483824986
5,test_r2,0.022352327897182347,train_r2,0.8486690129855153
5,test_r2,0.022352327897182347,test_r2,0.0
6,test_max_error,0.03368110635538513,test_max_error,0.0
7,r2_diff_train_test,0.030355534152128404,r2_diff_train_test,0.0
8,rmse_diff_train_test,0.03106169782127304,rmse_diff_train_test,0.0
9,sys_mem_delta_gb,0.0456189745115015,sys_mem_delta_gb,0.0
10,sys_cpu_percent_avg,0.015440993728246697,sys_cpu_percent_avg,0.0
