metric_1,metric_2,relationship_type,relationship_strength,is_tradeoff
feature_importance_std,sys_mem_used_gb_after,Kendall,-0.0303030303030303,0
feature_importance_std,sys_mem_peak_gb,Kendall,-0.0303030303030303,0
test_max_error,train_rmse,Kendall,-0.03289758474798845,0
test_max_error,train_mse,Kendall,-0.03289758474798845,0
train_r2,sys_mem_percent_avg,Kendall,-0.043519413988924456,0
sys_mem_used_gb_before,cv_mae_mean,Kendall,-0.0606060606060606,0
feature_importance_std,cv_r2_mean,Kendall,-0.0606060606060606,0
rmse_diff_train_test,test_mae,Kendall,-0.0606060606060606,0
sys_mem_delta_gb,cv_r2_mean,Kendall,-0.07633810206905742,0
rmse_diff_train_test,test_median_absolute_error,Kendall,-0.08151933134075307,0
test_mape,test_explained_variance,Kendall,-0.09534625892455922,0
test_mape,test_r2,Kendall,-0.09534625892455922,0
test_max_error,test_mae,Kendall,-0.09869275424396534,0
sys_mem_delta_gb,test_r2,Kendall,-0.10687334289668038,0
sys_mem_delta_gb,test_explained_variance,Kendall,-0.10687334289668038,0
train_r2,test_median_absolute_error,Kendall,-0.1141270638770543,0
test_mape,cv_r2_mean,Kendall,-0.12712834523274563,0
train_r2,sys_cpu_percent_avg,Kendall,-0.12930163676704717,0
rmse_diff_train_test,sys_mem_percent_avg,Kendall,-0.13055824196677338,0
training_time_seconds,feature_importance_max,Kendall,-0.1515151515151515,0
sys_mem_used_gb_before,train_rmse,Kendall,-0.1515151515151515,0
sys_mem_used_gb_before,train_mse,Kendall,-0.1515151515151515,0
training_time_seconds,cv_mse_mean,Kendall,-0.1818181818181818,0
training_time_seconds,cv_rmse_mean,Kendall,-0.1818181818181818,0
sys_mem_delta_gb,test_mae,Kendall,-0.19847906537954926,0
feature_importance_std,test_r2,Kendall,-0.2121212121212121,0
r2_diff_train_test,cv_mse_mean,Kendall,-0.2121212121212121,0
rmse_diff_train_test,cv_r2_mean,Kendall,-0.2121212121212121,0
feature_importance_std,test_explained_variance,Kendall,-0.2121212121212121,0
r2_diff_train_test,cv_rmse_mean,Kendall,-0.2121212121212121,0
test_mape,cv_mae_mean,Kendall,-0.22247460415730486,0
rmse_diff_train_test,sys_mem_used_gb_after,Kendall,-0.2424242424242424,0
sys_mem_used_gb_before,test_mse,Kendall,-0.2424242424242424,0
sys_mem_used_gb_before,test_rmse,Kendall,-0.2424242424242424,0
rmse_diff_train_test,sys_mem_peak_gb,Kendall,-0.2424242424242424,0
r2_diff_train_test,sys_cpu_percent_avg,Kendall,-0.25860327353409435,0
test_max_error,sys_mem_percent_avg,Kendall,-0.25985057519384375,0
test_max_error,test_median_absolute_error,Kendall,-0.26549712202679576,0
sys_mem_used_gb_before,cv_mse_mean,Kendall,-0.2727272727272727,0
sys_mem_used_gb_before,cv_rmse_mean,Kendall,-0.2727272727272727,0
feature_importance_std,test_mae,Kendall,-0.2727272727272727,0
training_time_seconds,test_mse,Kendall,-0.2727272727272727,0
training_time_seconds,test_rmse,Kendall,-0.2727272727272727,0
test_mape,sys_mem_used_gb_after,Kendall,-0.28603877677367767,0
test_mape,sys_mem_peak_gb,Kendall,-0.28603877677367767,0
training_time_seconds,train_rmse,Kendall,-0.303030303030303,0
sys_mem_used_gb_before,test_mae,Kendall,-0.303030303030303,0
training_time_seconds,train_mse,Kendall,-0.303030303030303,0
training_time_seconds,sys_mem_percent_avg,Kendall,-0.34815531191139565,0
r2_diff_train_test,cv_mae_mean,Kendall,-0.3636363636363636,0
train_mae,sys_mem_used_gb_after,Kendall,-0.3636363636363636,0
rmse_diff_train_test,test_explained_variance,Kendall,-0.3636363636363636,0
rmse_diff_train_test,test_r2,Kendall,-0.3636363636363636,0
train_mae,sys_mem_peak_gb,Kendall,-0.3636363636363636,0
r2_diff_train_test,test_mse,Kendall,-0.3636363636363636,0
r2_diff_train_test,test_rmse,Kendall,-0.3636363636363636,0
train_r2,cv_mse_mean,Kendall,-0.39393939393939387,0
train_r2,cv_rmse_mean,Kendall,-0.39393939393939387,0
test_max_error,cv_rmse_mean,Kendall,-0.42766860172384985,0
test_max_error,cv_mse_mean,Kendall,-0.42766860172384985,0
train_mae,sys_mem_percent_avg,Kendall,-0.4351941398892445,0
train_mae,test_explained_variance,Kendall,-0.4848484848484848,0
train_mae,test_r2,Kendall,-0.4848484848484848,0
test_max_error,cv_mae_mean,Kendall,-0.5263613559678152,0
test_max_error,test_mse,Kendall,-0.5263613559678152,0
test_max_error,test_rmse,Kendall,-0.5263613559678152,0
train_r2,test_mse,Kendall,-0.5454545454545454,0
train_r2,test_rmse,Kendall,-0.5454545454545454,0
train_r2,cv_mae_mean,Kendall,-0.5454545454545454,0
training_time_seconds,cv_mae_mean,Kendall,-0.5757575757575757,0
train_mae,test_median_absolute_error,Kendall,-0.6032430519215728,0
training_time_seconds,test_median_absolute_error,Kendall,-0.6032430519215728,0
train_mae,cv_r2_mean,Kendall,-0.6363636363636362,0
train_r2,feature_importance_max,Kendall,-0.6666666666666666,0
test_mape,sys_mem_percent_avg,Kendall,-0.6846531968814575,0
r2_diff_train_test,feature_importance_max,Kendall,-0.7878787878787877,1
r2_diff_train_test,train_mse,Kendall,-0.8181818181818181,1
r2_diff_train_test,train_rmse,Kendall,-0.8181818181818181,1
test_mape,test_median_absolute_error,Kendall,-0.8549819600709617,1
train_r2,train_mse,Kendall,-0.9999999999999998,1
train_r2,train_rmse,Kendall,-0.9999999999999998,1
