metric_1,metric_2,relationship_type,relationship_strength,is_tradeoff
training_time_seconds,train_mae,Kendall,-0.015760250451281974,0
training_time_seconds,test_mae,Kendall,-0.03126526997403612,0
test_max_error,sys_mem_used_gb_before,Kendall,-0.047280751353845914,0
test_max_error,train_mae,Kendall,-0.049180327868852465,0
train_mse,test_median_absolute_error,Kendall,-0.0629940788348712,0
train_mse,test_r2,Kendall,-0.06506000486323553,0
feature_importance_std,cv_mae_mean,Kendall,-0.06558258357839529,0
test_explained_variance,train_rmse,Kendall,-0.06611796049072863,0
test_max_error,train_r2,Kendall,-0.06611796049072863,0
test_mape,test_mse,Kendall,-0.06611796049072863,0
test_mape,test_rmse,Kendall,-0.06666666666666665,0
test_mape,train_r2,Kendall,-0.06666666666666665,0
test_mape,cv_r2_mean,Kendall,-0.06666666666666665,0
test_mape,sys_cpu_percent_avg,Kendall,-0.06900655593423541,0
rmse_diff_train_test,test_median_absolute_error,Kendall,-0.08002304995805999,0
rmse_diff_train_test,cv_mae_mean,Kendall,-0.08130350006092966,0
test_max_error,sys_mem_peak_gb,Kendall,-0.11032175315897381,0
feature_importance_std,sys_mem_peak_gb,Kendall,-0.12712834523274563,0
feature_importance_std,sys_mem_used_gb_before,Kendall,-0.12712834523274563,0
training_time_seconds,train_r2,Kendall,-0.12712834523274563,0
training_time_seconds,test_median_absolute_error,Kendall,-0.1538643637241659,0
sys_mem_used_gb_after,test_median_absolute_error,Kendall,-0.1538643637241659,0
sys_mem_used_gb_after,test_mae,Kendall,-0.15632634987018057,0
sys_mem_delta_gb,test_mse,Kendall,-0.15881020420107103,0
sys_mem_used_gb_after,test_r2,Kendall,-0.15891043154093204,0
sys_mem_delta_gb,sys_mem_used_gb_before,Kendall,-0.1679438245519263,0
sys_mem_delta_gb,test_rmse,Kendall,-0.17614096918559585,0
test_explained_variance,sys_mem_used_gb_before,Kendall,-0.19069251784911845,0
test_explained_variance,sys_mem_peak_gb,Kendall,-0.19069251784911845,0
test_max_error,test_median_absolute_error,Kendall,-0.19205531989934396,0
rmse_diff_train_test,test_mae,Kendall,-0.19512840014623117,0
rmse_diff_train_test,test_mse,Kendall,-0.19672131147540986,0
test_mape,cv_mae_mean,Kendall,-0.19674775073518588,0
rmse_diff_train_test,test_rmse,Kendall,-0.19835388147218588,0
feature_importance_std,train_mae,Kendall,-0.1983538814721859,0
test_explained_variance,train_mae,Kendall,-0.1983538814721859,0
test_mape,feature_importance_max,Kendall,-0.2,0
r2_diff_train_test,test_r2,Kendall,-0.2,0
sys_mem_delta_gb,test_median_absolute_error,Kendall,-0.20155644370746376,0
sys_mem_delta_gb,cv_mae_mean,Kendall,-0.20478155158843717,0
sys_mem_delta_gb,test_mae,Kendall,-0.20478155158843717,0
sys_mem_delta_gb,feature_importance_max,Kendall,-0.20816659994661327,0
test_max_error,cv_mse_mean,Kendall,-0.21138910015841714,0
test_max_error,cv_rmse_mean,Kendall,-0.2131147540983607,0
rmse_diff_train_test,sys_cpu_percent_avg,Kendall,-0.22242542101947538,0
sys_mem_delta_gb,cv_rmse_mean,Kendall,-0.2540963267217137,0
sys_mem_delta_gb,cv_mse_mean,Kendall,-0.26779125976949475,0
train_mse,sys_cpu_percent_avg,Kendall,-0.2693740118805895,0
sys_mem_delta_gb,train_mae,Kendall,-0.28585836756192784,0
sys_mem_used_gb_after,train_r2,Kendall,-0.28603877677367767,0
test_max_error,test_mae,Kendall,-0.3089533002315327,0
r2_diff_train_test,sys_mem_peak_gb,Kendall,-0.3178208630818641,0
test_explained_variance,test_median_absolute_error,Kendall,-0.3227486121839514,0
train_mse,feature_importance_max,Kendall,-0.3253000243161777,0
test_explained_variance,cv_mse_mean,Kendall,-0.32791291789197646,0
feature_importance_std,cv_mse_mean,Kendall,-0.32791291789197646,0
r2_diff_train_test,train_mae,Kendall,-0.33058980245364317,0
rmse_diff_train_test,feature_importance_max,Kendall,-0.33058980245364317,0
feature_importance_std,train_rmse,Kendall,-0.33058980245364317,0
feature_importance_std,cv_rmse_mean,Kendall,-0.33058980245364317,0
test_explained_variance,cv_rmse_mean,Kendall,-0.33058980245364317,0
test_explained_variance,feature_importance_max,Kendall,-0.3333333333333333,0
feature_importance_std,test_r2,Kendall,-0.3333333333333333,0
sys_mem_delta_gb,train_rmse,Kendall,-0.3493824492423563,0
sys_mem_used_gb_after,cv_r2_mean,Kendall,-0.3496029493900505,0
training_time_seconds,cv_r2_mean,Kendall,-0.3813850356982369,0
r2_diff_train_test,sys_mem_used_gb_before,Kendall,-0.4449492083146097,0
test_max_error,cv_mae_mean,Kendall,-0.4552996003412061,0
r2_diff_train_test,cv_mse_mean,Kendall,-0.459078085048767,0
test_explained_variance,test_mae,Kendall,-0.459078085048767,0
r2_diff_train_test,cv_rmse_mean,Kendall,-0.4628257234351004,0
test_max_error,feature_importance_max,Kendall,-0.4628257234351004,0
rmse_diff_train_test,cv_r2_mean,Kendall,-0.4628257234351004,0
training_time_seconds,test_r2,Kendall,-0.5085133809309825,0
test_explained_variance,cv_mae_mean,Kendall,-0.5902432522055576,0
test_mape,test_mae,Kendall,-0.5902432522055576,0
test_mape,train_mae,Kendall,-0.5950616444165577,0
test_mape,test_median_absolute_error,Kendall,-0.710046946804693,0
train_mse,cv_r2_mean,Kendall,-0.7156600534955909,0
rmse_diff_train_test,train_r2,Kendall,-0.7272975653980149,0
r2_diff_train_test,train_rmse,Kendall,-0.7272975653980149,0
test_max_error,test_mse,Kendall,-0.8524590163934428,1
test_max_error,test_rmse,Kendall,-0.8595334863794722,1
train_mse,train_r2,Kendall,-0.9759000729485331,1
test_explained_variance,test_mse,Kendall,-0.9917694073609294,1
test_explained_variance,test_rmse,Kendall,-0.9999999999999999,1
