iteration,selected_feature,selected_shap_importance,removed_feature,relationship_measure
1,rmse_diff_train_test,0.029744142410768365,rmse_diff_train_test,0.0
2,training_time_seconds,0.040302176166606016,training_time_seconds,0.0
3,sys_mem_used_gb_after,0.035330741898510924,sys_mem_peak_gb,0.996270446772621
3,sys_mem_used_gb_after,0.035330741898510924,sys_mem_used_gb_before,0.9460684937866571
3,sys_mem_used_gb_after,0.035330741898510924,sys_mem_percent_avg,0.8928083735496454
3,sys_mem_used_gb_after,0.035330741898510924,sys_mem_used_gb_after,0.0
4,feature_importance_std,0.031160007544417744,feature_importance_max,0.9492403100775194
4,feature_importance_std,0.031160007544417744,feature_importance_std,0.0
5,r2_diff_train_test,0.03241615077089631,r2_diff_train_test,0.0
6,train_mae,0.021431709013604586,test_mae,0.9834831123113198
6,train_mae,0.021431709013604586,test_median_absolute_error,0.9585984366463042
6,train_mae,0.021431709013604586,cv_mae_mean,0.9461859129476191
6,train_mae,0.021431709013604586,train_rmse,0.8183719634100713
6,train_mae,0.021431709013604586,train_mse,0.8183550516383645
6,train_mae,0.021431709013604586,test_rmse,0.778936442884313
6,train_mae,0.021431709013604586,test_mse,0.7788028796898795
6,train_mae,0.021431709013604586,cv_rmse_mean,0.7571378862861797
6,train_mae,0.021431709013604586,cv_mse_mean,0.7570813234072937
6,train_mae,0.021431709013604586,train_mae,0.0
7,test_max_error,0.03008926404299753,test_max_error,0.0
8,train_r2,0.04015679489208817,cv_r2_mean,0.8681901336392669
8,train_r2,0.04015679489208817,test_r2,0.8486690129855153
8,train_r2,0.04015679489208817,test_explained_variance,0.8486624342324544
8,train_r2,0.04015679489208817,train_r2,0.0
9,test_mape,0.08051408501564211,test_mape,0.0
10,sys_mem_delta_gb,0.09506344478437415,sys_mem_delta_gb,0.0
